Page ID,Page name,Disclaimer,Amount spent (DKK),Number of ads in Library
1677055535924085,Røgfri Fremtid,Røgfri Fremtid,13632,4
26458152911,SOS Børnebyerne,SOS Børnebyerne,6995,26
220361474643059,Arla,Arla,6827,20
65929129383,Røde Kors,Røde Kors,6048,58
116227401722605,Dansk Flygtningehjælp,Dansk Flygtningehjælp,5794,38
399210657232918,PlanBørnefonden,PlanBørnefonden,5076,22
633648073469576,Folketingets EU-Oplysning,Folketingets EU-Oplysning,4352,50
59143726810,Psykiatrifonden,Psykiatrifonden,3882,5
276770505228,Folkekirkens Nødhjælp,Folkekirkens Nødhjælp,3264,10
122577072476986,Amalo,Amalo,3247,18
5624899398,Mellemfolkeligt Samvirke,Mellemfolkeligt Samvirke,2989,35
867877683280051,Weekendavisen,Weekendavisen,2976,40
155596147784577,WWF Verdensnaturfonden,WWF Verdensnaturfonden,2504,36
38507331439,Danmarks Naturfredningsforening,Danmarks Naturfredningsforening,2403,10
748887235210811,Obton Forvaltning A/S,Obton A/S,2365,20
12787473132,Berlingske,Berlingske,2269,59
55365680705,Greenpeace Danmark,Greenpeace Danmark,1497,41
250994288337708,Sex og Samfund,Sex og Samfund,1121,7
126543540781090,Ældre Sagen,Ældre Sagen,1062,18
109012749124622,3F - Gør dig stærkere.,3F - Danmarks Stærkeste Fagforening,923,24
102154048301476,Lederstof.dk,Lederne,903,12
437410226312057,Københavns Kommune,Københavns Kommune,879,4
1349784818445006,Jakob Næsager,Jakob Næsager,843,1
287306323369,Børnecancerfonden,Børnecancerfonden,806,2
276145368333,Bedre Psykiatri - Landsforeningen for pårørende,Bedre Psykiatri - Landsforeningen for pårørende,799,42
107411260903386,Emyze. All in for less.,These ads ran without a disclaimer,796,3
101875098313543,Andel,Andel,784,10
154415494575789,IDA,IDA,750,4
200709746630443,Dyrenes Beskyttelse,Dyrenes Beskyttelse,706,1
1643818125897989,Fonden Novavi,Fonden Novavi,609,17
17428770950,RÆSON,Clement Kjersgaard,586,1
350495955072656,Klimabevægelsen i Danmark,Klimabevægelsen i Danmark,545,20
95141502089,Økonomisk Ugebrev,Økonomisk Ugebrev,498,1
2047554945456852,Climaider,Climaider,495,3
146956228206,Red Barnet Ungdom,Red Barnet Ungdom,456,14
109450894144575,Kontrast,Kontrast.dk Aps,452,18
110560691837684,SolCompagniet,SolCompagniet,449,1
427213910721659,Dansk Blindesamfund,Dansk Blindesamfund,447,5
169918310823,Foreningen Spiseforstyrrelser og Selvskade,Foreningen Spiseforstyrrelser og Selvskade,421,8
304554445813,Videncentret Bolius,Videncentret Bolius,403,11
334571029981175,DM og MA studerende,DM,398,4
114022008656246,Danmarks Indsamling,Danmarks Indsamling,353,1
133707013355759,Danner,Danner,347,1
130388840342741,Danske Bank,Danske Bank,343,3
304554445813,Videncentret Bolius,Bolius,341,3
72672361910,Børns Vilkår,Børns Vilkår,329,8
246977185497434,Plastic Change,Plastic Change,300,16
314676938743,DM din akademiske fagforening,DM,297,8
267019152979,"DPU, Aarhus Universitet",Carsten Henriksen,288,1
105511328705392,HØRT,Børns Vilkår,286,2
1704424023182897,Politiken Historie,Politiken Historie,239,17
180519405977219,Frederiksværk Krisecenter,Frederiksværk Krisecenter,238,3
145392175531068,JydskeVestkysten,JydskeVestkysten,220,3
77420716648,Energiselskabet Natur-Energi,These ads ran without a disclaimer,208,4
1437219173185225,Myhouse,CDM A/S,203,1
36664432940,Amnesty International Danmark,Amnesty Danmark,199,15
246097715413231,Alkohol & Samfund,Alkohol & Samfund,195,10
