Location name,Amount spent (JPY)
Aichi Prefecture,51515
Akita Prefecture,1540
Aomori Prefecture,1879
Chiba Prefecture,18449
Ehime Prefecture,2884
Fukui Prefecture,1492
Fukuoka Prefecture,45057
Fukushima Prefecture,3002
Gifu Prefecture,3807
Gunma Prefecture,3702
Hiroshima Prefecture,6211
Hokkaido,12482
Hyōgo Prefecture,16881
Ibaraki Prefecture,5698
Ishikawa Prefecture,2698
Iwate Prefecture,1897
Kagawa Prefecture,2240
Kagoshima Prefecture,2404
Kanagawa Prefecture,40325
Kumamoto Prefecture,5158
Kyoto Prefecture,15167
Kōchi Prefecture,1233
Mie Prefecture,3384
Miyagi Prefecture,11087
Miyazaki Prefecture,2143
Nagano Prefecture,5052
Nagasaki Prefecture,4357
Nara Prefecture,3034
Niigata Prefecture,3679
Okayama Prefecture,4397
Okinawa Prefecture,6321
Osaka Prefecture,30698
Saga Prefecture,15567
Saitama Prefecture,18198
Shiga Prefecture,3454
Shimane Prefecture,1027
Shizuoka Prefecture,9947
Tochigi Prefecture,3689
Tokushima Prefecture,1295
Tokyo,103185
Tottori Prefecture,875
Toyama Prefecture,1972
Wakayama Prefecture,1773
Yamagata Prefecture,1711
Yamaguchi Prefecture,2431
Yamanashi Prefecture,2080
Ōita Prefecture,5456
