Location name,Amount spent (EUR)
Abruzzo,657
Aosta Valley,≤100
Basilicata,250
Calabria,842
Campania,2746
Emilia-Romagna,2647
Friuli-Venezia Giulia,3003
Lazio,5221
Liguria,933
Lombardia,4959
Marche,823
Molise,127
Piedmont,2114
Puglia,1882
Sardinia,878
Sicilia,2394
Trentino-Alto Adige,501
Tuscany,2299
Umbria,505
Unknown,≤100
Veneto,2330
