Location name,Amount spent (NOK)
Akershus,3122
Aust-Agder,559
Buskerud,1478
Finnmark,531
Hedmark,1081
Hordaland,4148
Møre og Romsdal,1538
Nord-Trøndelag,795
Nordland,1448
Oppland,1022
Oslo,5222
Rogaland,2340
Sogn og Fjordane,639
Sør-Trøndelag,1752
Telemark,846
Troms,1109
Unknown,≤100
Vest-Agder,1121
Vestfold,1307
Østfold,1563
