Page ID,Page name,Disclaimer,Amount spent (JPY),Number of ads in Library
439050229573723,末日聖徒イエス・キリスト教会,These ads ran without a disclaimer,406960,1
475681929154100,国連UNHCR協会,国連UNHCR協会,176043,26
1904070096535109,スマート選挙,株式会社センキョ,84432,6
684161888345926,西日本新聞me,西日本新聞me,62603,25
106708475612902,愛知県商工会連合会,愛知県商工会連合会,33904,1
664345490331547,ビジネス＋it（Business+it）,ビジネス＋it（Business+it）,31820,5
298060150283457,大分県日出町,帆足吉美,30107,34
208661552479830,日本財団,Shigeru Fujita,22676,6
239558679475625,株式会社トマス技術研究所,Kenji Fukutomi,21974,15
102468941548369,宮城県民共済,宮城県民共済,7119,3
108494315404532,成田新時代をつくる会,成田新時代をつくる会,6454,1
102123262349398,県知事トークキャラバン事務局,面木 洋一,5139,1
298060150283457,大分県日出町,大分県日出町,4261,6
1397074863864450,Fair Finance Guide Japan,Fair Finance Guide Japan,4235,2
100251962938282,スピリチュアル心理,These ads ran without a disclaimer,4164,1
218701541548983,日本共産党横浜市会議員団,日本共産党横浜市議団,3536,1
105989625422677,eminas,These ads ran without a disclaimer,3299,1
103011418487277,ヤーマン プロフェッショナル,These ads ran without a disclaimer,3227,1
544702409046206,手相の見方大事典テソペディア,株式会社Qu Creation,3178,1
459101354119592,石巻金華鯖ずし”華ずし”,Tsubasa Itabashi,3129,1
105675478186991,金井たかし　江戸川区の政策研究,金井 高志,3098,1
108376385402890,センキョマッチ,株式会社センキョ,2977,2
542135499528294,メルペイ,These ads ran without a disclaimer,2515,1
486499008189961,Inspire（インスパイア）：地方創生イノベータープラットフォーム,一般社団法人INSPIRE,2434,1
103921962501743,こまざき美紀,こまざき美紀,2425,2
270368192998908,世田谷区議会議員  あべ力也,阿部 力也,2314,1
200121530091286,いただきへの、はじまり　富士市,富士市,2215,1
1859782074265187,小林ひとし-葛飾区議会議員,Hitoshi Kobayashi,2201,1
111047201493530,t_o_k_a_n_a,These ads ran without a disclaimer,2095,1
151214938794853,ミエセン,ジャッグジャパン株式会社,1561,9
435250336532462,財界さっぽろ,Daisuke Shimizu,1538,1
256504371891671,the-issues.jp,株式会社issues,1314,18
1677419399148240,たはら亮 後援会（朝霞市）,Ryo  Tahara,1118,2
551303845317383,高橋元気（中央区議会議員）,Genki Takahashi,1034,1
211683239011895,大東建託株式会社,ASUE株式会社,779,2
168869767018564,白石洋一よういち,Yoichi Shiraishi,624,1
414756385218124,関西ngo協議会,特定非営利活動法人関西NGO協議会,568,1
852134404953989,神戸市会議員 岡田 ゆうじ,岡田ゆうじ,522,1
881025135256351,Japan In-depth,Japan In-depth,516,2
100199881840737,Minghui Japan（ミンフイ　ジャパン）ー明慧日本,明慧日本,501,1
1693424197555537,赤磐市議会議員 佐々木ゆうじ,Sasaki Yuji,433,1
104533215755145,ZOE_Japan,ZOE Japan,426,1
1672330153015605,透明アクリル業者票,アドアチーブ株式会社,417,1
2466047546759669,せりざわ裕次郎　品川区議 自民党,せりざわ裕次郎【品川区議会議員 自民党】,392,1
102345105947737,選挙しか勝たん！どぶ板を業者に任せる楽ちん候補予定者のための「ポスターPR党」by 選挙ドットウィン「03-6915-2310」,僕俺株式会社,320,1
192399998157650,市来ハヤト（大阪維新の会）,市來隼後援会,313,1
492073607520322,認定特定非営利活動法人 ふくしま30年プロジェクト,NPO法人ふくしま30年プロジェクト,300,1
266790296879,Bloomberg,These ads ran without a disclaimer,279,1
498506186984315,多摩市議会議員・藤條たかゆき,Takayuki Tojo,177,1
286915392126129,代官山インポートワンピースセレクトショップWild Lily,These ads ran without a disclaimer,172,1
101715608808670,Judgment Day: Angel of God,These ads ran without a disclaimer,167,1
1272244426230126,あべてつみ後援会,Tetsumi Abe,130,1
163897240844320,高木信明＠葛飾区議会危機管理対策委員長,高木 信明,116,1
288301635169706,たかはま なおき　文京区議会議員,高浜 直樹,≤100,1
98673036962,ROLDA,These ads ran without a disclaimer,≤100,3
107781785420363,Nguyễn Hữu Thiện,These ads ran without a disclaimer,≤100,1
2388244717862348,Yohannans,These ads ran without a disclaimer,≤100,1
312898778847834,TERRAM PACIS,These ads ran without a disclaimer,≤100,1
100466846248633,AI Mage,These ads ran without a disclaimer,≤100,3
108369844882875,withskarsli,These ads ran without a disclaimer,≤100,1
131189377574,MDPI,These ads ran without a disclaimer,≤100,1
108979982026516,Mariya Dykalo-Burton,These ads ran without a disclaimer,≤100,1
571956836171870,Carlo Tedesco Showroom,These ads ran without a disclaimer,≤100,1
559757160829105,ASEFEdu,These ads ran without a disclaimer,≤100,1
155677885272,RFI 华语 - 法国国际广播电台,These ads ran without a disclaimer,≤100,1
107939721404916,Web Market Support,These ads ran without a disclaimer,≤100,1
