Location name,Amount spent (EUR)
Attica (region),1973
Central Greece (region),133
Central Macedonia,656
Crete,263
Eastern Macedonia and Thrace,156
Epirus (region),245
Ionian Islands (region),≤100
Northern Aegean,≤100
Peloponnese (region),380
Southern Aegean,246
Thessaly,282
Unknown,≤100
Western Greece,209
Western Macedonia,≤100
