Location name,Amount spent (USD)
Bocas del Toro Province,115
Chiriquí Province,520
Coclé Province,210
Colón Province,258
Darién Province,≤100
Herrera Province,133
Kuna de Madugandí,≤100
Kuna de Wargandí,≤100
Los Santos Province,≤100
Panamá Province,7467
San Blas,≤100
Unknown,≤100
Veraguas Province,172
