Location name,Amount spent (TWD)
Changhua,9128
Chiayi,2091
Hsinchu,5622
Hsinchu City,8163
Hualien,3471
Kaohsiung,30474
Keelung City,3752
Kinmen,556
Lienchiang,≤100
Miaoli,4946
Nantou,6421
New Taipei City,49241
Penghu,830
Pingtung,5846
Taichung,32225
Tainan,19689
Taipei,41488
Taitung,2000
Taoyuan City,35699
Unknown,4127
Yilan,3556
Yunlin,5247
