Page ID,Page name,Disclaimer,Amount spent (AUD),Number of ads in Library
177072498997234,NSW Electoral Commission,NSW Electoral Commission,4233,36
9480502970,Greenpeace Australia Pacific,Greenpeace Australia Pacific,3198,155
213476079972,Essential Workers Deserve Better,Mark Morey,1945,40
101589645013040,Thrive by Five,Thrive By Five,1591,30
107113675572590,Dirty Dozen,Solutions for Australia,1532,63
682268945137255,Chris Minns,Chris Minns MP,1428,9
10113538711,WWF-Australia,WWF-Australia,1375,6
112133637214684,Doctors Without Borders / Médecins Sans Frontières (MSF),Médecins Sans Frontières Australia,1244,29
1776727752614025,Glencore,Glencore Australia,1203,8
447447719391089,Health Care Providers Association,Health Care Providers Association,1037,8
92824008332,Plan International Australia,Plan International Australia,974,14
308746806571901,Advance Australia,Advance Australia,929,78
495731404149305,Koffels Solicitors & Barristers,Koffels Solicitors and Barristers,926,12
331204223675563,United Australia Party,United Australia Party,852,3
8422338499,The Wilderness Society,The Wilderness Society,808,227
494820897261439,Bank Australia,Bank Australia,769,35
182564410468,Australia for UNHCR,Australia for UNHCR,658,102
100157751855023,Wayne Farnham,Wayne R Farnham,652,5
1462430057383170,GoodFish: Australia's Sustainable Seafood Guide,GoodFish: Australia's Sustainable Seafood Guide,621,3
345960425540557,The Climate Council,The Climate Council,588,48
110078315248369,Tony Wolfe,Tony Wolfe,563,10
146307378744087,The Victorian Electoral Commission,Victorian Electoral Commission,471,3
14193666340,Australian Conservation Foundation,Australian Conservation Foundation,458,16
106791108597531,Future of Local Government Review - Tasmanian Government,Department of Premier and Cabinet,451,8
149648047339,Save the Children Australia,Save the Children Australia,439,18
341910905847062,Asylum Seeker Resource Centre (ASRC),Asylum Seeker Resource Centre (ASRC),420,12
2080670615483977,Verve Super,Verve Super,408,3
105931422364976,Jacqui Scruby,Jacqui Scruby,402,22
125812604095801,Invasive Species Council,Invasive Species Council,400,33
50461955643,UNSW,UNSW Sydney,376,2
101013236196328,Victoria Davidson for Lane Cove,Victoria Davidson,344,12
103669462490977,Alyssa Weaver - Greens for Narracan,Victorian Greens,341,2
101908562227879,NSW One Nation,NSW One Nation,334,2
101934832754638,Joeline Hackman,Joeline Pty Ltd,325,5
106572145637277,Helen Conway for North Shore,Helen Conway,313,7
352953834815624,Jason Wood MP,Jason Wood MP,306,7
281530749293959,Rainforest 4,Rainforest 4 Foundation Ltd,294,5
316480331783930,Australian Unions,Australian Unions,284,41
105193414903922,Australian Values,Department of Home Affairs,282,10
694832627392516,Prime Super,Prime Super,259,155
159487260807787,Tindo Solar,Tindo Solar,254,2
504855933190931,Time for Change - Change Aged Care,United Workers Union,249,62
10852627380,World Animal Protection Australia,World Animal Protection Australia,246,6
157481181070130,Indigenous Employment Australia,Access,240,101
1670517743250253,Save the Daintree Rainforest,Rainforest 4 Foundation Ltd,237,11
118601381509264,Public Transport Victoria,Public Transport Victoria,235,1
272757739102,Engineers Australia,Engineers Australia,233,14
1466035070293582,Alex Hawke MP,Alex Hawke MP,212,1
328245481103110,Senator Alex Antic,Alex Antic,211,7
710266392358023,Future Super,Future Super,200,6
105084998845350,BPH Energy,BPH ENERGY LTD,188,60
879712192044319,Animal Justice Party NSW,Animal Justice Party NSW,179,22
1414406035466037,Jeremy Rockliff,Jeremy Rockliff,173,4
1943258269309425,Equality Australia,Equality Australia,166,21
616932805013929,MEAA,MEAA,165,6
110647840532680,Merge Mayor,These ads ran without a disclaimer,151,1
952274664938382,Phillip Thompson OAM MP - Serving Our Community,Philip Bruce Thompson,144,2
280996218747910,Tim Richardson,Tim Richardson,141,8
199045310115813,The Urban Developer,The Urban Developer,135,11
2383045228374491,CPAC Australia,Conservative Political Action Network Ltd,132,15
104946487519114,Hon Nick Goiran MLC,Office of Hon Nick Goiran MLC,128,1
100356216050100,Family First Party Australia,Family First Party Australia Ltd,126,6
1483396328456198,Acciona.Australia,ACCIONA Australia,125,3
191570179167,Catherine Hamlin Fistula Foundation,Catherine Hamlin Fistula Foundation,120,17
1415055752091843,The Mandarin,Private Media,119,16
312189205577810,Australian & New Zealand Mental Health Association,AST Management,113,7
135933556447881,Australian Republic Movement,Australian Republic Movement,113,7
655944151127130,SBS Cantonese 廣東話節目,Special Broadcasting Service,107,22
145347352187764,UN Women Australia,UN Women Australia,105,8
279645455502809,Ross Vasta MP,Ross Vasta MP,105,1
268606619928735,Voice of the Martyrs Australia,Voice of the Martyrs Australia,104,5
108381455902627,Australian Christian Lobby,Australian Christian Lobby,102,6
801533023293160,Binary,Gender Awareness Australia,101,30
496680983729627,Chifley Research Centre,Chifley Research Centre,≤100,9
129209787133659,NSW Nurses and Midwives' Association,NSW Nurses and Midwives' Association,≤100,8
111577958275695,Better BeCause,Better BeCause,≤100,12
161854162881,Greenfleet,Greenfleet,≤100,12
329777267205680,ACT Government,ACT Government,≤100,4
276061352415442,The Australian Institute of Architects,The Australian Institute of Architects,≤100,7
105348385388237,Senator Babet,Ralph E D Babet,≤100,5
107587478243450,Zaneta Mascarenhas MP,Zaneta Mascarenhas MP,≤100,2
44295826958,Australian Marine Conservation Society,Australian Marine Conservation Society,≤100,3
397230473694314,Queensland Labor,Queensland Labor,≤100,44
828649267326944,Patrick Gorman MP,Patrick Gorman,≤100,1
356113427813761,Kevin Hogan MP,Kevin Hogan MP,≤100,3
107939487783753,Garth Hamilton MP,Garth Hamilton MP,≤100,1
89794331215,Oxfam,Oxfam Australia,≤100,9
102453932266472,Aaron Violi MP,Aaron Violi MP,≤100,2
6539013363,National Sustainable Living Festival,National Sustainable Living Festival,≤100,5
361491373921077,Solar Citizens,100% Renewable Community Campaign Public Fund,≤100,5
110106958316248,Andrew Charlton MP,Andrew Charlton - Labor for Parramatta,≤100,2
307014179414836,David Speirs MP,South Australian Liberals,≤100,1
101989682098580,Wilson Tucker MLC,Wilson Tucker MLC,≤100,3
1532688713623366,Paul Papalia CSC MLA,Paul Papalia CSC MLA,≤100,1
367759967036315,Dr David Honey MLA,Dr David Honey MLA,≤100,6
24495551981,The Greens NSW,The Greens NSW,≤100,2
409073242479531,Mornington Peninsula Shire,Mornington Peninsula Shire,≤100,6
1300759363397798,Terry Young MP,Terry Young MP,≤100,1
2123082547982848,ValuEd Voices,Christian Schools Alliance,≤100,1
165242077409311,Australian Automobile Association,Australian Automobile Association,≤100,4
555015041253851,Stanwell,Stanwell Corporation,≤100,4
102735262506370,Amanda Findley for South Coast,The Greens NSW,≤100,1
196586557019555,CPA Australia,CPA Australia,≤100,4
1534982756793690,Foodvisor,These ads ran without a disclaimer,≤100,1
203933633277603,Meaghan Scanlon MP,Meaghan Scanlon - Member for Gaven,≤100,4
139174417547253,The Week on Wednesday,Benjamin John Davison,≤100,10
419632568108398,Australian Citizens Party,Australian Citizens Party,≤100,3
523586527672529,Annastacia Palaszczuk MP,Annastacia Palaszczuk MP,≤100,1
802981656440514,CCHR Australia,CCHR Australia,≤100,1
6598599526,Australian Museum,Australian Museum,≤100,10
1379031065741194,Daniel Mulino,Daniel Mulino,≤100,3
367759967036315,Dr David Honey MLA,Dr David Honey MLA,≤100,1
150756741730109,"Cr. Theo Zographos, City of Monash",Theo Zographos,≤100,1
726565307466774,Peta Murphy MP Federal Member for Dunkley,Peta Murphy MP Federal Member for Dunkley,≤100,1
104766497639403,Mark Turner - Member for Blain,Mark Paul Michael Turner,≤100,1
106398982296834,South32 Worsley Alumina,Bureau42,≤100,9
173168582700205,SBS中文,SBS Mandarin中文普通话,≤100,6
478065488978183,Ian Goodenough MP,Ian Goodenough MP,≤100,3
284088808335015,Online Hate Prevention Institute,Online Hate Prevention Institute,≤100,5
1391345791086871,Jason Yat-sen Li MP,JASON YAT-SEN LI,≤100,4
126215308565,SmartCompany,Private Media,≤100,10
457658091048476,Labor for Brisbane,Labor for Brisbane,≤100,4
105307322261671,Faith in Action,Catholic Education Tasmania,≤100,15
1458017667783520,Canada Bay Greens,The Greens NSW,≤100,4
110956234807678,Senator Fatima Payman,Senator Fatima Payman,≤100,1
258785314219353,Newcastle Greens,Greens NSW,≤100,4
179561632079584,City of Greater Geelong,City of Greater Geelong,≤100,11
104420342951642,WIRE,WOMENS INFORMATION AND REFERRAL EXCHANGE INCORPORATED,≤100,7
273767159580,Physical Disability Council of NSW,Physical Disability Council of NSW,≤100,1
31696258652,WACOSS,Western Australian Council of Social Service,≤100,2
8013404017,Crikey,Private Media,≤100,9
121201504755819,Animal Justice Party AJP Victoria,Animal Justice Party,≤100,24
136441724510,Humane Society International Australia,Humane Society International Australia,≤100,29
32799215298,Animals Australia,Animals Australia,≤100,3
175576645932510,Australasian Centre for Corporate Responsibility - ACCR,Australasian Centre for Corporate Responsibility,≤100,2
150698155004187,Senator Louise Pratt,Senator Louise Pratt,≤100,2
244628249678839,Senator Jess Walsh,Senator Jess Walsh,≤100,1
272940769882451,Meadowbrook Golf Club,Minh Bao Nguyen,≤100,3
113083368051071,Sarah Game MLC,Sarah Game,≤100,1
102336681506217,WorkforClimate,WorkForClimate,≤100,15
1768283090073459,Senator Matt O'Sullivan,Senator Matt O'Sullivan,≤100,1
502807603435522,Travis Schultz & Partners,Travis Schultz & Partners,≤100,1
290700654767295,The Chamber of Minerals and Energy of Western Australia - CMEWA,The Chamber of Minerals and Energy of Western Australia,≤100,20
1609771445950238,Peter Khalil,Peter Khalil,≤100,22
161107919341,Save Our Marine Life (Australia),Save Our Marine Life (Australia),≤100,7
395201170875812,Colin Boyce MP,Colin Boyce MP,≤100,1
108988681832210,Karen Freyer,Karen Freyer for Vaucluse,≤100,1
174666115898903,Jerome Laxale MP,Jerome Laxale,≤100,6
103809454552495,Philippa Scott - Labor for Balmain,Balmain Labor Campaign,≤100,3
1507974409416751,Simon Wood MP,Simon Wood - Liberal for Bass,≤100,1
1540045636302649,Arolsen Archives,These ads ran without a disclaimer,≤100,1
114334172620940,Katie Hall MP,Katie Hall MP,≤100,1
277978972375122,Lizzie Blandthorn,Lizzie Blandthorn,≤100,1
181099198756800,Pauline Richards MP,Pauline Richards MP,≤100,1
90728602000,Greening Australia,Greening Australia,≤100,1
1407148622837316,Empowered Communities,Empowered Communities,≤100,1
2005862956345687,Gary Maas MP,Gary Maas MP,≤100,1
668302109935633,City of Launceston Official,City of Launceston Official,≤100,1
37909750466,War Is Dumb,Joshua Richard Last,≤100,2
223296517704015,Varsity College,Varsity College,≤100,1
372175879497767,SBS Dari,SBS Dari,≤100,44
246244719386767,Yourtoolkit.com,Your Toolkit,≤100,8
1859288844382060,Christian Medical and Dental Fellowship of Australia,Christian Medical and Dental Fellowship of Australia,≤100,8
2281047588873443,Showcase SA,Showcase SA,≤100,4
288624128713732,Rose Jackson,Rose Jackson,≤100,1
107518852071608,Tom McIntosh MP,Tom McIntosh MP,≤100,1
581606621934473,International Justice Mission,International Justice Mission Australia,≤100,3
372842266568995,Kat Theophanous MP,Kat Theophanous MP,≤100,1
184456598234738,Australian Fabians,Australian Fabians Inc.,≤100,2
2730963457129454,Senator Raff Ciccone,Senator Raff Ciccone,≤100,1
1504231626276260,"Michael Brown MP, Member for Florey",Michael Brown MP,≤100,1
785196888157078,Aaron Harper MP,Aaron David Harper,≤100,2
170564936379687,BirdLife Australia,BirdLife Australia,≤100,1
139734602739223,Michelle Rowland MP,Michelle Anne Rowland,≤100,1
425487554863185,First Peoples' Assembly of Victoria,First Peoples' Assembly of Victoria,≤100,4
113087168744964,Bass Coast Shire Council,These ads ran without a disclaimer,≤100,2
107378432103974,Councillor Justin Li 2.0,Justin Li,≤100,2
129689933775517,Lee Odenwalder MP,Lee Odenwalder MP,≤100,1
1734173853529152,Queensland Family and Child Commission,Queensland Family and Child Commission,≤100,5
21591025194,The University of Melbourne,The University of Melbourne,≤100,1
1256779447739574,Corrine McMillan MP - State Member for Mansfield,Corrine McMillan MP,≤100,1
131401820205010,Socialist Equality Party Australia,Socialist Equality Party,≤100,2
632027813515639,Sandy Bolton MP,Sandy Bolton MP,≤100,1
149255515146524,Lock The Gate Alliance,Lock The Gate Alliance,≤100,1
104234157625422,The Centre For Public Integrity,Centre For Public Integrity,≤100,3
160021291752,Environment Victoria,Environment Victoria,≤100,2
101793208850662,Sumpton's Gold Rush Gazette,Daniel Thomas Sumpton,≤100,1
166663303514630,Musicians Australia,Musicians Australia,≤100,1
144925335531540,Independent Australia,Independent Australia,≤100,1
38691411169,Flinders University,Flinders University,≤100,3
156939411038925,City Of Port Phillip,City of Port Phillip,≤100,1
100593108554487,Hannah Beazley MLA,Hannah Beazley MLA,≤100,3
650422178353571,Trish Doyle MP,Trisha Lee Doyle,≤100,1
620240278445737,Let's Treat Syphilis,Queensland Positive People,≤100,2
101816909440520,Marchant Research,Marchant Research,≤100,1
100968549256133,Eli Davern - Greens,The Greens NSW,≤100,1
111050935156929,patricia_mary_davidson,These ads ran without a disclaimer,≤100,1
76212817063,CARE Australia,CARE Australia,≤100,6
174322532588443,febfast Australia,Febfast Australia,≤100,1
282020008634648,Bayer Australia & New Zealand,Bayer,≤100,1
402094193219398,Corena - Citizens Own Renewable Energy Network Australia Inc.,CORENA - Citizens Own Renewable Energy Network Australia Inc.,≤100,7
1767500736833451,Sustainable Population Australia,Sustainable Population Australia,≤100,1
103583419139276,Australians United,Jamal Daoud,≤100,2
179523605276,City of Adelaide,City of Adelaide,≤100,3
101719048875027,John Ruddick - Liberal Democrats Candidate for NSW,Robert Geoffrey Cribb,≤100,1
418035078263307,Prue Car MP,Prue Car MP,≤100,1
445081776006696,Whitehorse City Council,Whitehorse City Council,≤100,2
427125817373739,Peter Malinauskas,South Australian Labor Party,≤100,1
54138464915,Mackay Regional Council,Mackay Regional Council,≤100,1
110710593870142,Church And State,Church And State,≤100,3
939571409499551,Kristy McBain,Kristy McBain,≤100,1
93698535865,Toowoomba Region,Toowoomba Regional Council,≤100,1
100854985672888,Returnr Marketplace,These ads ran without a disclaimer,≤100,2
467602216674884,Chris Whiting MP,Chris Whiting MP,≤100,1
108503834861027,Matt Burnell MP,Matt Burnell MP,≤100,1
