Location name,Amount spent (CHF)
Aargau,≤100
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,114
Basel-Landschaft,≤100
Bern,448
Canton of Geneva,1557
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,513
Fribourg,185
Graubünden,≤100
Jura,≤100
Luzern,408
Neuchâtel,≤100
Schaffhausen,159
Schwyz,≤100
Solothurn,≤100
Thurgau,124
Ticino,224
Unknown,≤100
Uri,≤100
Valais,≤100
Vaud,109
Zug,≤100
Zürich,420
