Location name,Amount spent (VND)
An Giang Province,25582
Bà Rịa–Vũng Tàu Province,55685
Bình Dương Province,62922
Bình Phước Province,17759
Bình Thuận Province,30122
Bình Định Province,27575
Bạc Liêu Province,19459
Bắc Giang Province,47528
Bắc Kạn Province,6393
Bắc Ninh Province,115778
Bến Tre Province,25453
Cao Bằng Province,6251
Cà Mau Province,19958
Cần Thơ,27831
Da Nang,98047
Gia Lai Province,53635
Haiphong,132710
Ho Chi Minh City,433321
Hà Giang Province,6623
Hà Nam Province,10852
Hà Tĩnh Province,57039
Hòa Bình Province,12297
Hưng Yên Province,14369
Hải Dương Province,74602
Hậu Giang Province,7422
Khánh Hòa Province,43904
Kiên Giang Province,29182
Kon Tum Province,12342
Lai Châu Province,2453
Long An Province,23451
Lào Cai Province,19653
Lâm Đồng Province,65429
Lạng Sơn Province,28019
Nam Định Province,29314
Nghệ An Province,106404
Ninh Bình Province,27985
Ninh Thuận Province,22768
Phú Thọ Province,34972
Phú Yên Province,18705
Quảng Bình Province,20563
Quảng Nam Province,24126
Quảng Ngãi Province,31981
Quảng Ninh Province,49869
Quảng Trị Province,18206
Sóc Trăng Province,20034
Sơn La Province,19843
Thanh Hóa Province,105243
Thái Bình Province,54993
Thái Nguyên Province,64160
Thừa Thiên–Huế Province,73196
Tiền Giang Province,23215
Trà Vinh Province,15665
Tuyên Quang Province,12769
Tây Ninh Province,52895
Vĩnh Long Province,36412
Vĩnh Phúc Province,13694
Yên Bái Province,12255
Điện Biên Province,12505
Đắk Lắk Province,105462
Đắk Nông Province,10161
Đồng Nai Province,140809
Đồng Tháp Province,28113
