Location name,Amount spent (PKR)
Azad Kashmir,1426
Balochistan,2445
Federally Administered Tribal Areas,500
Gilgit-Baltistan,895
Islamabad Capital Territory,2435
Khyber Pakhtunkhwa,14924
Punjab,36964
Sindh,14178
Unknown,≤100
