Location name,Amount spent (NZD)
Auckland Region,1845
Bay of Plenty Region,311
Canterbury,598
Gisborne District,≤100
Hawke's Bay,182
Manawatu-Wanganui,261
Marlborough Region,≤100
Nelson Province,≤100
Northland Region,165
Otago,267
Southland,≤100
Taranaki,114
Tasman District,≤100
Unknown,≤100
Waikato,434
Wellington Region,479
West Coast,≤100
