Page ID,Page name,Disclaimer,Amount spent (LSL),Number of ads in Library
208685479508187,U-Report Global,These ads ran without a disclaimer,≤100,2
405199520209766,The Belt and Road News Network,These ads ran without a disclaimer,≤100,1
223495844457800,China Plus Culture,These ads ran without a disclaimer,≤100,1
