Location name,Amount spent (MYR)
Johor,416
Kedah,296
Kelantan,184
Kuala Lumpur,511
Labuan,≤100
Malacca,108
Negeri Sembilan,149
Pahang,151
Penang,319
Perak,265
Perlis,≤100
Putrajaya,≤100
Sabah,303
Sarawak,345
Selangor,712
Terengganu,165
Unknown,≤100
