Location name,Amount spent (VEF)
Amazonas,513889
Anzoátegui,12334458
Apure,3027778
Aragua,16584458
Barinas,5700293
Bolívar (state),10220860
Capital District,58956960
Carabobo,14687288
Cojedes,1970283
Delta Amacuro,500000
Falcón,5541666
Guárico,4291666
Lara,16335277
Miranda (state),15305555
Monagas,4791666
Mérida,6744739
Nueva Esparta,3777778
Portuguesa,5805555
Sucre,3902093
Trujillo,3854605
Táchira,13295313
Vargas,6533906
Yaracuy,4394178
Zulia,29374999
