Page ID,Page name,Disclaimer,Amount spent (ILS),Number of ads in Library
190739554295848,אפי נוה,אפי נוה,6905,12
2249582785307318,"עו""ד עמית בכר, ראש לשכת עורכי הדין","עו""ד עמית בכר, ראש לשכת עורכי הדין",2943,7
173718822661352,מהפך - تغيير,מהפך - تغيير,2359,12
107217383988190,מגזין אפוק,Epoch Magazine,2219,30
121022057648728,"עו""ד דורון ברזילי - לראשות לשכת עורכי הדין",דורון ברזילי,1951,27
116563891775107,עיריית פתח תקווה,עיריית פתח תקוה,1866,36
199381213757428,שי קינן - shai keinan,שי קינן - shai keinan,1664,6
146122195591636,שלומי לחיאני - בת ים בראש מורם,שלומי לחיאני - בת ים בראש מורם,1421,7
103851839280828,חופשי בארצנו - מטה המאבק,מטה המאבק - נלחמים על הדמוקרטיה,1418,1
591336644556900,יגאל וינברגר - Igal Winbereger,יגאל וינברגר - Igal Winbereger,1151,5
134896023193138,יוזמת ז'נבה,יוזמת ז'נבה,936,3
204780362875106,מקור ראשון,מקור ראשון,905,109
305986442906304,סלע מאיר הוצאה לאור,סלע מאיר דיגיטל,848,5
109221276098008,מעוף משרות דרושים - Maof Jobs Page,Maof,817,9
153664638161877,מתן דיל- Matan Dil,מתן דיל- Matan Dil,767,2
107836625941364,Yair Lapid - יאיר לפיד,מפלגת יש עתיד,749,1
189208555041327,המיזם למיגור העישון,המיזם למיגור העישון בישראל,685,26
103563939372367,ברק סרי - Barak Seri,ברק סרי - Barak Seri,653,6
303720457847,לשכת רואי חשבון בישראל,לשכת רואי חשבון בישראל,617,4
124395890927240,הקרן החדשה לישראל,הקרן החדשה לישראל,599,34
150003831696805,Tsofen  تسوفن   צופן,Tsofen تسوفن צופן,574,33
178433145502975,Avigdor Liberman - אביגדור ליברמן,Avigdor Liberman - אביגדור ליברמן,554,8
189543984502825,משה קונינסקי,משה קונינסקי,538,3
500238833397356,ציפי ברנד,ציפי ברנד,518,12
676336439165235,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,קרן משפחת רודרמן: יחסי ישראל-יהדות ארצות הברית,513,2
103467516087241,הפרלמנט המקורי,הפרלמנט המקורי,505,4
132107110817900,"מרכז הנדל""ן","מרכז הנדל""ן",504,21
790149967713981,דרכנו,דרכנו,474,7
114429471587565,"יפעת עובדיה לוסקי - יו""ר קק""ל",קרן קימת לישראל,443,1
108212852272431,ג'קי יעקב צבי,יעקב ג'קי צבי לראשות המועצה,413,4
1193617357362057,משרד עורכי דין עודד חן,These ads ran without a disclaimer,403,4
370270343005611,ישראל ביתנו,Avigdor Liberman - אביגדור ליברמן,393,2
111919847028684,שומרים - המרכז לתקשורת ודמוקרטיה,שומרים - המרכז לתקשורת ודמוקרטיה,380,4
112848572066805,מחאת ההייטק,מחאת ההייטק,368,3
155361257852670,AM:PM - City market,AM:PM - City market,363,5
168898066479983,עיריית עכו,עיריית עכו,356,3
100869341561907,תוצרת הארץ • הביטחון הלאומי שלנו,תוצרת הארץ • הביטחון הלאומי שלנו,346,1
767262423350854,פורום הדיור הציבורי,פורום הדיור הציבורי,333,4
337591096309750,Embassy of Ukraine in the State of Israel,Embassy of Ukraine in the State of Israel,333,2
1574472442816162,درب الكرامة والنزاهة - قائمة المحامين العرب,درب الكرامة والنزاهة - قائمة المحامين العرب,331,7
428948830813584,"מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן","מגדילים - האתר הישראלי להתחדשות עירונית ונדל""ן",330,23
100900832922166,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,אחים לנשק-לוחמים ולוחמות במסע להצלת הדמוקרטיה,328,4
249479152534875,Kfir Swisa - כפיר סויסה,Kfir Swisa - כפיר סויסה,327,1
1921160331531297,Act. تغيير اعلامي,סיכוי אופוק - سيكوي أفق,324,4
44385426513,Greenpeace Israel   - גרינפיס ישראל,Greenpeace Israel   - גרינפיס ישראל,319,6
