Location name,Amount spent (TRY)
Adana Province,2422
Adıyaman Province,188
Afyonkarahisar Province,425
Aksaray Province,376
Amasya Province,169
Ankara Province,3742
Antalya Province,3166
Ardahan Province,≤100
Artvin Province,118
Aydın Province,757
Ağrı Province,≤100
Balıkesir Province,1264
Bartın Province,121
Batman Province,182
Bayburt Province,≤100
Bilecik Province,133
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,192
Burdur Province,245
Bursa Province,1983
Denizli Province,899
Diyarbakır Province,412
Düzce Province,220
Edirne Province,306
Elazığ Province,219
Erzincan Province,140
Erzurum Province,231
Eskişehir Province,780
Gaziantep Province,1188
Giresun Province,298
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,1143
Isparta Province,365
Istanbul Province,17076
Iğdır Province,≤100
Kahramanmaraş Province,622
Karabük Province,142
Karaman Province,189
Kars Province,≤100
Kastamonu Province,196
Kayseri Province,804
Kilis Province,≤100
Kocaeli Province,924
Konya Province,1359
Kütahya Province,377
Kırklareli Province,517
Kırıkkale Province,598
Kırşehir Province,138
Malatya Province,276
Manisa Province,918
Mardin Province,257
Mersin Province,1795
Muğla Province,761
Muş Province,≤100
Nevşehir Province,168
Niğde Province,242
Ordu Province,504
Osmaniye Province,465
Rize Province,203
Sakarya Province,387
Samsun Province,1501
Siirt Province,≤100
Sinop Province,140
Sivas Province,268
Tekirdağ Province,1258
Tokat Province,262
Trabzon Province,458
Tunceli Province,≤100
Unknown,≤100
Uşak Province,285
Van Province,238
Yalova Province,162
Yozgat Province,175
Zonguldak Province,340
Çanakkale Province,490
Çankırı Province,≤100
Çorum Province,275
İzmir Province,6033
Şanlıurfa Province,738
Şırnak Province,120
