Location name,Amount spent (VEF)
Amazonas,315841
Anzoátegui,4250000
Apure,1258214
Aragua,4750000
Barinas,2250000
Bolívar (state),4750000
Capital District,14000000
Carabobo,7813210
Cojedes,877504
Delta Amacuro,250000
Falcón,2250000
Guárico,1922508
Lara,5000000
Miranda (state),9250000
Monagas,2155009
Mérida,2750000
Nueva Esparta,3750000
Portuguesa,2570010
Sucre,2000000
Trujillo,1750000
Táchira,3687515
Unknown,≤100
Vargas,1250000
Yaracuy,2000000
Zulia,10250000
