Location name,Amount spent (USD)
'Amran Governorate,≤100
Abyan Governorate,≤100
Aden Governorate,≤100
Al Hudaydah Governorate,≤100
Hadhramaut Governorate,≤100
Hajjah Governorate,≤100
Ibb Governorate,≤100
Sana'a Governorate,≤100
Shabwah Governorate,≤100
Taiz Governorate,≤100
