Location name,Amount spent (ISK)
Capital Region,35670
Eastern Region,1741
Northeastern Region,5262
Northwestern Region,1108
Southern Peninsula,3724
Southern Region,4319
Unknown,≤100
Western Region,3273
Westfjords,1062
