Location name,Amount spent (ARS)
Buenos Aires,1003460
Catamarca,47262
Chaco,45421
Chubut,57691
Ciudad Autónoma de Buenos Aires,103797
Corrientes,26951
Córdoba,2040447
Entre Rios,38903
Formosa,13737
Jujuy,12216
La Pampa,238893
La Rioja,16376
Mendoza,25788
Misiones,15953
Neuquén,170904
Río Negro,27996
Salta,266255
San Juan,82911
San Luis,55843
Santa Cruz,10991
Santa Fe,248820
Santiago del Estero,9219
Tierra del Fuego,40296
Tucuman,34786
Unknown,≤100
