Location name,Amount spent (EUR)
Alytus County,≤100
Kaunas County,281
Klaipėda County,156
Marijampolė County,≤100
Panevėžys County,102
Tauragė County,≤100
Telšiai County,≤100
Unknown,≤100
Utena County,≤100
Vilnius County,606
Šiauliai County,128
