Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,21681,14
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",3549,2
109493084543028,Four Corners with Tarar,NEXT TV,3241,1
113223601404356,CH Imran Saleemi Official,Ahsan Ur Rehman,3191,2
823788047675556,Call of War,These ads ran without a disclaimer,3049,2
423670114403144,Trending in China,These ads ran without a disclaimer,2699,5
97429917898,ProPakistani,ProPakistani,2613,3
340860042630070,Punjab Information Technology Board (PITB),These ads ran without a disclaimer,2477,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,2217,1
543755195637715,Mian Aslam,Mian Aslam,1984,1
103238092691017,Muhammad Rafiq,Muhammad Rafiq,1891,1
177484002321791,A.M.P,These ads ran without a disclaimer,1247,1
196186547486631,Mahr Mohsin Raza,Mahr Mohsin Raza,1205,4
931203933666198,Startup Pakistan,Startup Pakistan,1181,1
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,1146,2
105601235613570,Chaudhary Faisal Ali Bhulla -PTI UK,Chaudhary Faisal Ali Bhulla -PTI UK,1125,2
133648753466105,Group Development Pakistan,Group Development Pakistan,997,3
101007071249939,Ansir Mehmood Sandhu,Ansir Mehmood Sandhu,866,2
108828768762451,Care Ways,Silk Beauty Cares,788,3
304781399652673,Jamshed Iqbal Cheema,Jamshed Iqbal Cheema,749,1
102690905990373,Mian Zeeshan Rafique PMLN,Zeeshan Rafique,741,1
103720225643302,Chaudhry ijaz Ahmad Ranian,Chaudhry ijaz Ahmad Ranian,736,1
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,735,1
104901805715054,Syeda Rubina Zahra Gardezi,Syeda Rubina Zahra Gardezi,660,2
107792052171890,Haji Ghulam Ali Governor Khyber Pakhtunkhwa,Mumtaz Ali,641,2
107078468986032,𝑨𝒂𝒎 𝑨𝒅𝒎𝒊 𝒌𝒊 𝑨𝒘𝒂𝒛,Muhammad Furqan,599,2
677173575779097,Muhammad Hanif Pitafi PP289,Muhammad Hanif Pitafi PP289,518,1
111058663724200,Advertronics Media,Advertronics Media,508,1
101201205983426,Mian Athar Mahmood,Syed Raza Haider Zaidi,506,1
109812220412504,Musa Habib Raja,Musa Habib Raja,504,1
109676458413003,Akhlaq Ahmad Bidani 0fficial PP288,Akhlaq Ahmad Bidani 0fficial PP288,502,1
1663305917241505,Khalil Ahmad Bajwa,Khalil Ahmad Bajwa,497,1
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,492,1
109120380422173,Rana Sajjad,Rana Sajjad Hussain,480,1
105956852270884,Loan pakistan,These ads ran without a disclaimer,450,1
111951984000021,Mian Kamran Jalil Shah,Mian Kamran Jalil Shah,373,1
189862017869223,Rai Allah Nawaz PP 101,Rai Allah Nawaz pp 101,327,1
111244015049287,Facts Check,Irtzaa Khan,308,1
104699294839888,Pakistan Tribune,Pakistan Tribune,283,1
267240947385010,Farangis Music,These ads ran without a disclaimer,277,3
684480475094920,Discover Inner Mongolia,These ads ran without a disclaimer,261,1
104625515842353,ivcapital_global,These ads ran without a disclaimer,261,1
531929043662333,Al Sharq Youth الشرق الشبابي,These ads ran without a disclaimer,261,1
120062273237634,Jaanlo,Jaanlo,235,1
113614418310351,ایس ایم رانجھا این اے 80,Imtiaz Ahmad,200,1
104439309237569,عوامی خدمت مرکز این اے 80 کھنمب کلاں,Imtiaz Ahmad,200,1
108731623986929,Voice of Sindh,Voice of Sindh,179,1
361971188258443,Syed Tariq Mahmood ul Hassan,Syed Tariq Mahmood ul Hassan,135,1
2107858016193986,Voice of Sindh,Voice of Sindh,114,1
112124621465600,asad21094,These ads ran without a disclaimer,107,1
100427168538381,Sardar Mehboob Khan Khetran,Sardar Mehboob Khan Khetran,≤100,2
1539423449628439,شبكة أصدقاء فلسطين,These ads ran without a disclaimer,≤100,1
105981124259944,Javed Malik,These ads ran without a disclaimer,≤100,1
1003739673077841,TrueProfile.io,These ads ran without a disclaimer,≤100,1
172840634850447,Hafiz khizar hayat official,Hafiz khizar hayat official,≤100,1
101726496194300,Dailytoday,These ads ran without a disclaimer,≤100,1
106541675541307,RMT Rabiatalks,RMT Rabiatalks,≤100,1
2268307129847915,Rana Mohammad Afzal,Rana Mohammad Afzal,≤100,1
142205772542022,Accountability Lab,These ads ran without a disclaimer,≤100,1
575492683148162,파송송,These ads ran without a disclaimer,≤100,1
112220134851421,Under the Sisterhood,These ads ran without a disclaimer,≤100,1
113940237050170,CCECC Nigeria,These ads ran without a disclaimer,≤100,1
121860194580271,Vladimir Zakharov,These ads ran without a disclaimer,≤100,3
