Location name,Amount spent (CHF)
Aargau,182
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,126
Basel-Landschaft,≤100
Bern,301
Canton of Geneva,351
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,157
Fribourg,112
Graubünden,≤100
Jura,≤100
Luzern,≤100
Neuchâtel,≤100
Schaffhausen,≤100
Schwyz,≤100
Solothurn,≤100
Thurgau,≤100
Ticino,213
Unknown,≤100
Uri,≤100
Valais,113
Vaud,355
Zug,≤100
Zürich,2022
