Location name,Amount spent (VND)
An Giang Province,25782
Bà Rịa–Vũng Tàu Province,33461
Bình Dương Province,39256
Bình Phước Province,25163
Bình Thuận Province,25521
Bình Định Province,14413
Bạc Liêu Province,739
Bắc Giang Province,26744
Bắc Kạn Province,618
Bắc Ninh Province,2448
Bến Tre Province,1214
Cao Bằng Province,1309
Cà Mau Province,929
Cần Thơ,26348
Da Nang,21319
Gia Lai Province,31023
Haiphong,3974
Ho Chi Minh City,1551779
Hà Giang Province,730
Hà Nam Province,794
Hà Tĩnh Province,25306
Hòa Bình Province,1213
Hưng Yên Province,1594
Hải Dương Province,26609
Hậu Giang Province,398
Khánh Hòa Province,25853
Kiên Giang Province,27572
Kon Tum Province,571
Lai Châu Province,313
Long An Province,24829
Lào Cai Province,3551
Lâm Đồng Province,25016
Lạng Sơn Province,1124
Nam Định Province,26398
Nghệ An Province,81313
Ninh Bình Province,1750
Ninh Thuận Province,723
Phú Thọ Province,25291
Phú Yên Province,2360
Quảng Bình Province,2674
Quảng Nam Province,25074
Quảng Ngãi Province,24707
Quảng Ninh Province,2733
Quảng Trị Province,895
Sóc Trăng Province,1101
Sơn La Province,10109
Thanh Hóa Province,28875
Thái Bình Province,35904
Thái Nguyên Province,2452
Thừa Thiên–Huế Province,25520
Tiền Giang Province,24720
Trà Vinh Province,1156
Tuyên Quang Province,840
Tây Ninh Province,25677
Vĩnh Long Province,1057
Vĩnh Phúc Province,1966
Yên Bái Province,805
Điện Biên Province,800
Đắk Lắk Province,25222
Đắk Nông Province,555
Đồng Nai Province,75342
Đồng Tháp Province,1417
