Page ID,Page name,Disclaimer,Amount spent (IDR),Number of ads in Library
23383061178,Prabowo Subianto,indonesia Adil makmur,29282675,9
320858334728047,Partai Solidaritas Indonesia,Partai Solidaritas Indonesia,15586142,11
101350709331663,G24News.tv,Yayasan Golkar Institut SPKP,5954577,67
92828041744,Sandiaga Salahuddin Uno,Sandiaga Salahuddin Uno,4781769,6
104054595928021,Bakti Untuk Rakyat,Bakti Untuk Rakyat,4569889,29
102793242742002,Jaksapedia,JAKSAPEDIA,3431415,34
197545083607941,Harian Kompas,Harian Kompas,2798788,62
112570091503539,GP Papua,Ganjar Nusantara Indonesia,2289288,3
111580301790421,Cak Fauzi JATIM,Cak Fauzi Jatim,2288988,30
103817945830465,Sobat Dito,Sobat Dito,2085120,24
417497171919243,Pesona Indonesia,Pesona Indonesia,1870429,1
107451398732660,Teman Dito,Teman Dito,1847944,19
101971245965029,Siap Kawal Polri,Kawal Polri,1762185,33
417497171919243,Pesona Indonesia,These ads ran without a disclaimer,1725580,8
333711983956998,Erwin Aksa,Yayasan Golkar Institute SPKP,1230734,7
1357693677594211,A Muhaimin Iskandar,Kebangkitan Bangsa,1085069,3
143840239716746,Indozone.id,PT. INDOZONE MEDIA INDONESIA,908691,10
102712985995817,Sobat Airlangga Hartarto,Sobat Airlangga Hartarto,880922,24
113058461386521,Mercusuar Indonesia,Ganjar Nusantara Indonesia,868862,12
102418629201622,GP Nusa Tenggara Timur,Ganjar Nusantara Indonesia,649609,1
1419236281714929,Andrei Angouw,Bryan Sumilat,526477,1
103013484811323,Jangan Lupa Sejarah,John Kamnahas,516416,4
104052735675516,Sulut Dukung Ganjar,Ganjar Nusantara Indonesia,508697,1
120493494629294,Pikiran Rakyat,"Aditya Riantiko Akbar, ST",450380,2
1408188616062841,Sofitel Bali Nusa Dua,Sofitel Bali Nusa Dua Beach Resort,391170,2
104427162506872,Fakta Anies,Fakta Anies,355006,36
225743208016201,Grace Anastasia PSI,Partai Solidaritas Indonesia,335715,1
101403669397488,Nikmatul Sugiyarto,Juniar Dwi Harianto,329907,11
111864151754055,Esensi TV,Esensi Tv,309566,5
100248349384577,Jateng Dukung Ganjar,Ganjar Nusantara Indonesia,309410,3
252369521494578,ANTVLovers,These ads ran without a disclaimer,266896,1
790156511331117,Tempo CekFakta,TEMPO MEDIA GROUP,255830,1
112376825007045,Dewi Juliani 2024,Dewi Juliani 2024,253896,6
101648362613609,GP Sulawesi Tengah,Ganjar Nusantara Indonesia,253067,1
173996829810061,Ryan Fahrichsan Kono,"Ryan Fahrichsan Kono, B.Com",200000,2
193237974052689,Partai Keadilan Sejahtera,Partai Keadilan Sejahtera,194190,2
1690573611256871,Pemerintah Kota Manado,Bryan Sumilat,191248,1
642603442612516,Muktar Efendi Harahap,Muktar efendi harahap,190823,6
106499898747570,Lampung Dukung Ganjar,Ganjar Nusantara Indonesia,189124,1
107314345341621,Zakiyuddin Harahap,Zakiyuddin harahap,188712,6
104317482149268,DPRD Provinsi Jawa Timur,Dinni Anggraeni,169612,9
338740510222539,"Rohmat Marzuki, S.Hut - Sarjana Kehutanan Mbangun Deso",Rohmat Marzuki,167838,4
110865154735990,Koran Harian Tanah Air,Muhammad Miftakhunnaim,162216,23
101760624522103,DPP Banteng Muda Indonesia,Farid Wahyudi,149099,12
103110502426027,Jatim Dukung Ganjar,Ganjar Nusantara Indonesia,132695,2
101383579268587,Sumut Dukung Ganjar,Ganjar Nusantara Indonesia,127076,1
107611851968705,Sumsel Dukung Ganjar,Ganjar Nusantara Indonesia,121892,1
