Page ID,Page name,Disclaimer,Amount spent (PKR),Number of ads in Library
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,18732,11
823788047675556,Call of War,These ads ran without a disclaimer,3603,2
113223601404356,CH Imran Saleemi Official,Ahsan Ur Rehman,3315,2
109493084543028,Four Corners with Tarar,NEXT TV,3154,1
104901805715054,Syeda Rubina Zahra Gardezi,Syeda Rubina Zahra Gardezi,2285,5
105229678117503,Koleoso Associates,These ads ran without a disclaimer,2113,1
543755195637715,Mian Aslam,Mian Aslam,2045,1
112611718401040,Pakistan Markazi Muslim League - Karachi,Pakistan Markazi Muslim League - Karachi,2041,4
103720225643302,Chaudhry ijaz Ahmad Ranian,Chaudhry ijaz Ahmad Ranian,1912,3
423670114403144,Trending in China,These ads ran without a disclaimer,1830,1
109711901924807,thatmfsatan,These ads ran without a disclaimer,1683,1
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1663,1
240488586026340,"SINA Health, Education & Welfare Trust","SINA Health, Education & Welfare Trust",1653,2
110196941769209,𝗦𝘆𝗲𝗱 𝗔𝗹𝗶 𝗞𝗮𝗺𝗿𝗮𝗻 𝗞𝗶𝗿𝗺𝗮𝗻𝗶 𝗢𝗳𝗳𝗶𝗰𝗶𝗮𝗹,These ads ran without a disclaimer,1605,2
101007071249939,Ansir Mehmood Sandhu,Ansir Mehmood Sandhu,1460,3
407889229718531,Sardar Tanveer Ilyas Khan,Sardar Tanveer Ilyas Khan,1172,2
111116680295990,Haji Ayaz Khan Tareen PP 105,These ads ran without a disclaimer,1055,1
133648753466105,Group Development Pakistan,Group Development Pakistan,1044,3
361971188258443,Syed Tariq Mahmood ul Hassan,Syed Tariq Mahmood ul Hassan,1035,3
196186547486631,Mahr Mohsin Raza,Mahr Mohsin Raza,983,4
108828768762451,Care Ways,Silk Beauty Cares,979,2
1221551921269506,Mahar Sajjad Cheena,Mahar Sajjad Cheena,874,4
115445627811504,Muhammad Kashif Mairaj,Muhammad Kashif Mairaj,790,1
304781399652673,Jamshed Iqbal Cheema,Jamshed Iqbal Cheema,747,1
677173575779097,Muhammad Hanif Pitafi PP289,Muhammad Hanif Pitafi PP289,716,2
1862467990707098,Nasir Rahim Lodhi,Nasir Rahim Lodhi,645,2
351671375760473,The GCCA,These ads ran without a disclaimer,632,1
107792052171890,Haji Ghulam Ali Governor Khyber Pakhtunkhwa,Mumtaz Ali,577,2
2092924957605425,Solis,These ads ran without a disclaimer,570,1
211454462257570,International Hockey Federation (FIH),These ads ran without a disclaimer,558,2
389438921109161,Touseef Abbasi,Touseef Abbasi,557,4
103430555733473,Raja Talia Saeed Khan,Raja Talia Saeed Khan,545,1
105690462092880,MM News Videos,MM Digital PVT LTD,533,1
252434368713670,Humayun Akhtar Khan,Humayun Akhtar Khan,529,1
467252070142548,Ch Mustansar Ali Gondal,Ch Mustansar Ali Gondal,528,1
109812220412504,Musa Habib Raja,Musa Habib Raja,510,1
120437430938970,Syed Mohammad Kirmani,Syed Mohammad Kirmani,477,1
100427168538381,Sardar Mehboob Khan Khetran,Sardar Mehboob Khan Khetran,461,2
109676458413003,Akhlaq Ahmad Bidani 0fficial PP288,Akhlaq Ahmad Bidani 0fficial PP288,436,1
300653326696613,CGTN America,These ads ran without a disclaimer,424,1
106429308893380,One Nation,One Nation,413,1
189862017869223,Rai Allah Nawaz PP 101,Rai Allah Nawaz pp 101,375,2
111951984000021,Mian Kamran Jalil Shah,Mian Kamran Jalil Shah,358,1
102159305744420,Adv Khanzada Nadeem Khan Official,Adv Khanzada Nadeem Khan Official,323,1
111244015049287,Facts Check,Irtzaa Khan,297,1
105601235613570,Chaudhary Faisal Ali Bhulla -PTI UK,Chaudhary Faisal Ali Bhulla -PTI UK,271,1
107790855378902,Kaytee Thrun LLC,These ads ran without a disclaimer,261,1
17043549797,MIT Technology Review,These ads ran without a disclaimer,261,4
