Location name,Amount spent (PHP)
Autonomous Region in Muslim Mindanao,952
Bicol Region,13088
Cagayan Valley,2973
Calabarzon,27171
Caraga,1859
Central Luzon,12762
Central Visayas,5730
Cordillera Administrative Region,1865
Davao Region,7447
Eastern Visayas,3853
Ilocos Region,5388
Metro Manila,61780
Mimaropa,3026
Northern Mindanao,3829
Soccsksargen,3640
Unknown,≤100
Western Visayas,7273
Zamboanga Peninsula,2561
