Location name,Amount spent (VEF)
Amazonas,47499
Anzoátegui,1854840
Apure,422483
Aragua,3309829
Barinas,1078833
Bolívar (state),2181700
Capital District,8901380
Carabobo,4521671
Cojedes,187467
Delta Amacuro,≤100
Falcón,1312523
Guárico,≤100
Lara,2787368
Miranda (state),5404719
Monagas,64975
Mérida,554498
Nueva Esparta,905508
Portuguesa,1249916
Sucre,349996
Trujillo,962433
Táchira,2579842
Unknown,≤100
Vargas,827455
Yaracuy,774504
Zulia,1021800
