Location name,Amount spent (VND)
An Giang Province,110112
Bà Rịa–Vũng Tàu Province,174818
Bình Dương Province,343330
Bình Phước Province,87290
Bình Thuận Province,118839
Bình Định Province,97562
Bạc Liêu Province,40171
Bắc Giang Province,715343
Bắc Kạn Province,35465
Bắc Ninh Province,160570
Bến Tre Province,50920
Cao Bằng Province,26944
Cà Mau Province,48338
Cần Thơ,71248
Da Nang,173683
Gia Lai Province,105678
Haiphong,246253
Ho Chi Minh City,3270865
Hà Giang Province,40278
Hà Nam Province,77550
Hà Tĩnh Province,157551
Hòa Bình Province,92302
Hưng Yên Province,175212
Hải Dương Province,204868
Hậu Giang Province,20178
Khánh Hòa Province,104276
Kiên Giang Province,103514
Kon Tum Province,36425
Lai Châu Province,13586
Long An Province,134259
Lào Cai Province,30208
Lâm Đồng Province,179140
Lạng Sơn Province,69441
Nam Định Province,171913
Nghệ An Province,376094
Ninh Bình Province,81589
Ninh Thuận Province,39482
Phú Thọ Province,315321
Phú Yên Province,64927
Quảng Bình Province,90464
Quảng Nam Province,125785
Quảng Ngãi Province,203336
Quảng Ninh Province,199665
Quảng Trị Province,76446
Sóc Trăng Province,67333
Sơn La Province,79746
Thanh Hóa Province,478590
Thái Bình Province,157531
Thái Nguyên Province,144025
Thừa Thiên–Huế Province,129924
Tiền Giang Province,70729
Trà Vinh Province,55806
Tuyên Quang Province,148289
Tây Ninh Province,482659
Unknown,234
Vĩnh Long Province,45053
Vĩnh Phúc Province,133802
Yên Bái Province,94628
Điện Biên Province,30730
Đắk Lắk Province,182485
Đắk Nông Province,117980
Đồng Nai Province,361596
Đồng Tháp Province,60783
