Location name,Amount spent (USD)
Arima,≤100
Couva-Tabaquite-Talparo Regional Corporation,≤100
Port of Spain,≤100
San Fernando,≤100
San Juan-Laventille Regional Corporation,≤100
Siparia Regional Corporation,≤100
Tunapuna-Piarco Regional Corporation,≤100
