Location name,Amount spent (ARS)
Buenos Aires,1876018
Catamarca,47839
Chaco,138079
Chubut,76013
Ciudad Autónoma de Buenos Aires,449214
Corrientes,74265
Córdoba,1931861
Entre Rios,148756
Formosa,23663
Jujuy,37222
La Pampa,115303
La Rioja,21469
Mendoza,132007
Misiones,65151
Neuquén,333893
Río Negro,86415
Salta,260971
San Juan,150713
San Luis,107089
Santa Cruz,8205
Santa Fe,446491
Santiago del Estero,10334
Tierra del Fuego,85007
Tucuman,99505
Unknown,105
