Location name,Amount spent (CLP)
Antofagasta Region,107465
Araucanía Region,143636
Arica y Parinacota Region,38325
Atacama Region,43472
Aysén Region,17281
Bío Bío Region,294433
Coquimbo Region,155699
Los Lagos Region,109098
Los Ríos Region,53299
Magallanes y la Antártica Chilena Region,24521
Maule Region,137650
O'Higgins Region,153420
Santiago Metropolitan Region,1438849
Tarapacá Region,53721
Unknown,32552
Valparaíso Region,290007
