Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
1392592317738074,Jorge Cálix,Jorge Cálix,4655,20
114601521910,Jorge Aldana,Jorge  Aldana,872,6
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,818,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),440,4
401000470308277,Acción Joven Honduras,Acción Joven Honduras,400,5
112333800693678,Hugo Noé Pino Diputado F.M,Daniel Andres Casula Salinas,296,2
1666416303574469,Oved Lopez,Oved Lopez,174,1
491553204198958,Revistazo.com,Revistazo.com,172,1
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,145,2
138641796219203,Aves Honduras - ASHO,Aves Honduras - ASHO,≤100,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,3
109580408013707,Francisco Flores,Francisco Miguel Flores Guifarro,≤100,1
1947339538818882,Gloria Bonilla Diputada,Erika Rivera,≤100,1
104599735671754,Goberna Honduras,Goberna Honduras,≤100,1
107029964338157,Mario Argeñal,Mario Rafel Argeñal Medina,≤100,1
100860802065599,LyN BioLearning,These ads ran without a disclaimer,≤100,2
299659713702144,PepsiCo Caricam,These ads ran without a disclaimer,≤100,2
105984528744680,grupoit_wpc,These ads ran without a disclaimer,≤100,1
104067812304113,Genetic Systems,These ads ran without a disclaimer,≤100,1
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
106883638833589,El Cambio Posible,These ads ran without a disclaimer,≤100,1
116780567115083,Tissue Online Latinoamérica,These ads ran without a disclaimer,≤100,1
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,2
10750083165,The Africa Report,These ads ran without a disclaimer,≤100,1
1096538887134446,Reuters Plus,These ads ran without a disclaimer,≤100,1
1702138929926817,Mongabay Latam,These ads ran without a disclaimer,≤100,1
100923079187329,Monique Queen's La Bambola Rotta,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
198398326957053,Shree Krishnayan Desi Gauraksha Avam Golokdham Sewa Samiti,These ads ran without a disclaimer,≤100,1
