Location name,Amount spent (CZK)
Central Bohemian Region,10385
Hradec Králové Region,4471
Karlovy Vary Region,2374
Liberec Region,3478
Moravian-Silesian Region,10268
Olomouc Region,5216
Pardubice Region,4300
Plzeň Region,6102
Prague,22591
South Bohemian Region,4900
South Moravian Region,11841
Unknown,≤100
Vysočina Region,3752
Zlín Region,5493
Ústí nad Labem Region,7891
