Location name,Amount spent (CHF)
Aargau,443
Appenzell Ausserrhoden,≤100
Appenzell Innerrhoden,≤100
Basel-City,337
Basel-Landschaft,157
Bern,894
Canton of Geneva,689
Canton of Glarus,≤100
Canton of Nidwalden,≤100
Canton of Obwalden,≤100
Canton of St. Gallen,317
Fribourg,410
Graubünden,118
Jura,≤100
Luzern,981
Neuchâtel,249
Schaffhausen,≤100
Schwyz,≤100
Solothurn,214
Thurgau,164
Ticino,135
Unknown,≤100
Uri,≤100
Valais,298
Vaud,1002
Zug,≤100
Zürich,1345
