Page ID,Page name,Disclaimer,Amount spent (PHP),Number of ads in Library
100350202335117,Benhur Abalos,Authority Asia Communications Inc.,39965,83
68793499001,UNICEF,UNICEF with Facebook Ad Credits,32044,4
1087859964611855,Philippine Competition Commission,Philippine Competition Commission,19834,40
550013548423077,ECPAT Philippines,ECPAT Philippines with Facebook Ad Credits,5615,1
1856762054441904,Hirit Ph,Kalvin Buenaobra Castillo,5174,2
117453778282133,PhilCare,PhilCare,5093,2
263066651005055,"Ramon Bong Revilla, Jr.","Ramon Bong Revilla, Jr.",4713,2
48688071399,Greenpeace Philippines,Greenpeace Philippines,1760,2
106352075165169,e-Boto,e-Boto,1736,11
112952897079549,Energy Development Corporation,Energy Development Corporation,1656,4
134063767245964,Juvenile Justice and Welfare Council,Juvenile Justice and Welfare Council,1553,2
324393636342,Ernix Dionisio,Ernesto Mijares Dionisio Jr.,1457,1
495629064258114,Lolita Karen Javier,Amor U. Nacional,1447,3
156752721080952,Sonny Angara,Sonny Angara,1361,3
351879361521039,Cong. Nonoy Libanan,Cong. Nonoy Libanan,1261,3
126919387470670,Rufus B. Rodriguez,Rufus Bautista Rodriguez,1171,7
167878593236712,UNICEF en español,UNICEF con créditos publicitarios de Facebook,1113,2
110985836193,Loren Legarda,Clutch Media,1046,2
100170811672425,Kyusi,WFPH,1021,12
1922749344643532,The World Tonight,The World Tonight,928,10
325780477966356,Geo 24/7,Energy Development Corporation,909,3
163550757135020,News5,News5,890,4
186667502068528,Larry De Costa,WFPH,801,9
404729389612751,"Teodorico ""Nonong"" T Haresco, Jr",BIHA-MPC : People of Aklan,748,9
113238417024056,Anna Mae Yu Lamentillo,Anna Mae Yu Lamentillo,642,5
166178460072395,اليونيسف بالعربية - UNICEF in Arabic,اليونيسف باستخدام اعتمادات الإعلان على الفيسبوك,609,4
1512452085732585,Stratbase ADR Institute,Stratbase ADR Institute,596,4
358481724165689,UTS International Students,These ads ran without a disclaimer,592,4
150218985056317,Senator Koko Pimentel,Friends of Senator Koko Pimentel,572,1
100262295333622,USWAG Ilonggo Party-list,USWAG Ilonggo Party-list,562,2
197171390303624,Arlene B. Arcillas,Sharon Bawan De Dios,553,2
1656873704640264,UN SDSN Youth - Philippines,UN Sustainable Development Solutions Network Youth Philippins,500,1
1566478310240623,Francis Tolentino,Francis Tolentino PH,481,1
104955062184489,BBM Movement,UEEI Consorcia Inc,477,1
1462101314018879,Congressman Arnie A.Teves,Teves Cares,440,2
730640463621024,Tanauan Leyte - A Delightful Place,Tanauan Leyte - A Delightful Place,418,4
476794459408941,Pinas Forward PH,Pinas Forward PH,411,2
190392254148,Congressman Mark Go,Congressman Mark Go,396,1
275175112891680,Bureau of Customs - Port of Davao,These ads ran without a disclaimer,364,1
547821942058909,Radyo Pilipinas Today,WFPH,341,4
107486961571533,Kavi Gupta Gallery,These ads ran without a disclaimer,340,1
1400141540285408,Paolo Ortega -Paower,Paolo Ortega -Paower,336,2
100228085283881,Support to Bangsamoro Transition - Subatra,Kenny Erad Nodalo,326,2
1332938170076882,Tatak QC,Polsure,316,1
620563708319693,P4P - Power for People Coalition,CEED Philippines,316,1
145265112840190,Kasama Ka Sa Pag-Unlad,Polsure,315,1
105619205369684,Congresswoman Ching Bernos,Gene Lloyd Villarta Torres,309,1
401967370677593,Art Mercado,Jhe-Rico Sam Soriano Colina,303,1
1294846760536457,Hope From Within,These ads ran without a disclaimer,296,8
320130741416822,Special Olympics Pilipinas,Special Olympics Pilipinas,290,6
105910268672335,Pinaura ka ni Sandy Javier,Amor U. Nacional,286,1
1030706640379655,Pilipinas: Coal Free by 2030,Coal Free Philippines,284,1
102029749186072,Konsehal Abu Gino-gino,Emil Justin Angelo Guarte Gino-gino,279,1
101393355495269,Karina Cuevas Reyes,Karina Reyes,266,6
332536503771530,Vice Governor Karen Agapay,Edgar Habana Ruado,264,1
121096004646927,"Pablo John ""PJ"" Garcia",Friends of PJ Garcia,264,1
108155078312735,Councilor Carlo Mendoza,Jan Carlo Castro Mendoza,260,1
237494442937195,Daily Guardian,These ads ran without a disclaimer,257,1
331150954999781,We Effect Philippines,We Effect Philippines,247,1
774149009339209,The Climate Reality Project Philippines,The Climate Reality Project Philippines,244,5
109970274861274,Councilor Kim Bandarlipe,Kim Garabiles Bandarlipe,241,1
138279376537685,"Jocelyn ""Bebot"" Rodriguez",Jocelyn Bautista Rodriguez,238,3
100108226244136,PH 24 ORAS,The Message Booster Enterprise,237,3
154386154617,WWF-Philippines,WWF-Philippines,229,1
102107497851841,Donald's Empire,These ads ran without a disclaimer,226,2
107709755469083,Bayan ng Magigiting,The Message Booster Enterprise,224,4
312768352778486,Atty. Gigi B. Aggabao CPA,Giorgidi Buza Aggabao,223,1
705660422953865,About Metro Pacific,WFPH,223,3
100350859238580,Mayor Jassie Tañala,Amor U. Nacional,203,1
104988244674974,Mobility Awards,The Climate Reality Project Philippines,196,4
106333341351295,Bangon Dinagat Islands,Randy Gerbolingo Flor,187,1
308668033138598,"Vice Mayor Angelito ""Totie"" Lazaro Jr.",Sammy Figura Grubanzo,181,3
1759941490758280,Jerry Treñas,Ma. Ruthmar Ignacio Gabileo,180,4
147975588597216,Stratbase,Stratbase,167,1
223618785182273,Pilipinas,WFPH,165,2
