Location name,Amount spent (TRY)
Adana Province,1477
Adıyaman Province,175
Afyonkarahisar Province,597
Aksaray Province,206
Amasya Province,151
Ankara Province,3064
Antalya Province,1717
Ardahan Province,≤100
Artvin Province,103
Aydın Province,635
Ağrı Province,≤100
Balıkesir Province,696
Bartın Province,≤100
Batman Province,193
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,160
Burdur Province,125
Bursa Province,1580
Denizli Province,575
Diyarbakır Province,394
Düzce Province,405
Edirne Province,215
Elazığ Province,185
Erzincan Province,≤100
Erzurum Province,244
Eskişehir Province,542
Gaziantep Province,771
Giresun Province,255
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,1597
Isparta Province,260
Istanbul Province,10144
Iğdır Province,≤100
Kahramanmaraş Province,468
Karabük Province,123
Karaman Province,160
Kars Province,≤100
Kastamonu Province,156
Kayseri Province,775
Kilis Province,≤100
Kocaeli Province,784
Konya Province,997
Kütahya Province,245
Kırklareli Province,205
Kırıkkale Province,103
Kırşehir Province,196
Malatya Province,274
Manisa Province,776
Mardin Province,261
Mersin Province,1521
Muğla Province,579
Muş Province,≤100
Nevşehir Province,123
Niğde Province,153
Ordu Province,403
Osmaniye Province,406
Rize Province,179
Sakarya Province,400
Samsun Province,1065
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,220
Tekirdağ Province,488
Tokat Province,267
Trabzon Province,395
Tunceli Province,≤100
Unknown,≤100
Uşak Province,203
Van Province,211
Yalova Province,119
Yozgat Province,207
Zonguldak Province,1941
Çanakkale Province,337
Çankırı Province,≤100
Çorum Province,229
İzmir Province,3064
Şanlıurfa Province,565
Şırnak Province,131
