Page ID,Page name,Disclaimer,Amount spent (CRC),Number of ads in Library
117702158266385,Antonio Álvarez Desanti,Antonio Alvarez Desanti,17273,6
643513979193133,Unidos por Beatriz,Neuma,7641,4
100248039454311,Mi Canton Digital,Mi Canton Digital,7281,3
102643532445938,Ada Acuña - Diputada,Jacqui Solano,5852,2
102084562479533,Digital506,Digital506,3268,4
116150003163125,Fundación Pollitos de Hierro - Ayuda a niños con cáncer - Costa Rica,Fundación Pollitos de Hierro,3045,1
265843867173714,La Revista,La Revista,2820,3
200480966638039,Supremacy 1914,These ads ran without a disclaimer,1823,2
101128242614247,Dr. Rodolfo Brenes Vargas,Rodolfo Brenes Vargas,1120,1
399929296730642,Consejo Nacional de Cooperativas,Jonathan Ureña Vargas,610,1
386252852217600,Género y Metodologías,These ads ran without a disclaimer,≤100,1
114247604036354,Инфограф,These ads ran without a disclaimer,≤100,1
285530825204,Klitschko,These ads ran without a disclaimer,≤100,1
110463704610731,Cute Kiwi,These ads ran without a disclaimer,≤100,1
149290745229517,Online Antisemitism Task Force,These ads ran without a disclaimer,≤100,1
131857626888341,Aceprensa,These ads ran without a disclaimer,≤100,1
469201610080869,Binance,These ads ran without a disclaimer,≤100,1
171596616293058,ROOM diseño,These ads ran without a disclaimer,≤100,1
123546032572,Eppendorf Group,These ads ran without a disclaimer,≤100,1
102535489433789,ev_latam,These ads ran without a disclaimer,≤100,1
