Location name,Amount spent (BRL)
Acre (state),282
Alagoas,1074
Amapá,324
Amazonas,2572
Bahia,5517
Ceará,5059
Espírito Santo,1884
Federal District,3458
Goiás,3328
Maranhão,5222
Mato Grosso,2603
Mato Grosso do Sul,3138
Minas Gerais,17102
Paraná,14864
Paraíba,1735
Pará,3077
Pernambuco,4330
Piauí,1325
Rio Grande do Norte,1893
Rio Grande do Sul,16857
Rio de Janeiro (state),10403
Rondônia,767
Roraima,329
Santa Catarina,4410
Sergipe,1120
São Paulo (state),48394
Tocantins,711
Unknown,≤100
