Location name,Amount spent (VEF)
Amazonas,115427
Anzoátegui,5168144
Apure,754151
Aragua,6547587
Barinas,5805267
Bolívar (state),7409471
Capital District,16578941
Carabobo,11900369
Cojedes,477483
Delta Amacuro,232236
Falcón,2099367
Guárico,1361664
Lara,7082555
Miranda (state),4760176
Monagas,1256194
Mérida,4260634
Nueva Esparta,985334
Portuguesa,1662607
Sucre,1189955
Trujillo,1509005
Táchira,8460510
Unknown,≤100
Vargas,1532236
Yaracuy,1939116
Zulia,17448762
