Location name,Amount spent (BRL)
Acre (state),426
Alagoas,2256
Amapá,405
Amazonas,2784
Bahia,11587
Ceará,7531
Espírito Santo,2124
Federal District,2286
Goiás,4390
Maranhão,5225
Mato Grosso,2244
Mato Grosso do Sul,1838
Minas Gerais,11052
Paraná,6764
Paraíba,2643
Pará,3577
Pernambuco,7359
Piauí,2078
Rio Grande do Norte,3237
Rio Grande do Sul,8988
Rio de Janeiro (state),11833
Rondônia,848
Roraima,1472
Santa Catarina,4746
Sergipe,4228
São Paulo (state),32308
Tocantins,1074
Unknown,≤100
