Location name,Amount spent (USD)
Alabama,4846
Alaska,1441
American Samoa,≤100
Arizona,10794
Arkansas,3187
California,43187
Colorado,6705
Connecticut,4426
Delaware,1077
Florida,28284
Georgia,12915
Guam,≤100
Hawaii,1404
Idaho,5198
Illinois,19886
Indiana,9521
Iowa,5405
Kansas,3813
Kentucky,5676
Louisiana,7834
Maine,2040
Maryland,11324
Massachusetts,7518
Michigan,21859
Minnesota,9354
Mississippi,3113
Missouri,10331
Montana,1381
Nebraska,2220
Nevada,3044
New Hampshire,2075
New Jersey,10365
New Mexico,2560
New York,31291
North Carolina,12958
North Dakota,1123
Ohio,14676
Oklahoma,5799
Oregon,5735
Pennsylvania,17459
Puerto Rico,≤100
Rhode Island,960
South Carolina,5347
South Dakota,846
Tennessee,7595
Texas,43923
Unknown,≤100
Utah,3921
Vermont,893
Virginia,23001
Washington,11385
"Washington, District of Columbia",9577
West Virginia,3171
Wisconsin,9550
Wyoming,725
