Location name,Amount spent (VND)
An Giang Province,124610
Bà Rịa–Vũng Tàu Province,129374
Bình Dương Province,379324
Bình Phước Province,117917
Bình Thuận Province,161077
Bình Định Province,278026
Bạc Liêu Province,56041
Bắc Giang Province,493157
Bắc Kạn Province,49655
Bắc Ninh Province,297511
Bến Tre Province,80681
Cao Bằng Province,62463
Cà Mau Province,70830
Cần Thơ,138301
Da Nang,859770
Gia Lai Province,187889
Haiphong,296893
Ho Chi Minh City,4678182
Hà Giang Province,73303
Hà Nam Province,134111
Hà Tĩnh Province,433092
Hòa Bình Province,107159
Hưng Yên Province,225147
Hải Dương Province,385413
Hậu Giang Province,35417
Khánh Hòa Province,236271
Kiên Giang Province,117212
Kon Tum Province,71086
Lai Châu Province,35009
Long An Province,171629
Lào Cai Province,100626
Lâm Đồng Province,176030
Lạng Sơn Province,90386
Nam Định Province,262766
Nghệ An Province,980295
Ninh Bình Province,176906
Ninh Thuận Province,48005
Phú Thọ Province,247828
Phú Yên Province,101862
Quảng Bình Province,112358
Quảng Nam Province,178055
Quảng Ngãi Province,214114
Quảng Ninh Province,182907
Quảng Trị Province,93137
Sóc Trăng Province,86344
Sơn La Province,126376
Thanh Hóa Province,534688
Thái Bình Province,303336
Thái Nguyên Province,230074
Thừa Thiên–Huế Province,195571
Tiền Giang Province,134343
Trà Vinh Province,66886
Tuyên Quang Province,153295
Tây Ninh Province,275735
Unknown,1805
Vĩnh Long Province,58332
Vĩnh Phúc Province,211869
Yên Bái Province,100720
Điện Biên Province,65395
Đắk Lắk Province,665479
Đắk Nông Province,103738
Đồng Nai Province,447832
Đồng Tháp Province,91026
