Location name,Amount spent (CZK)
Central Bohemian Region,8571
Hradec Králové Region,4120
Karlovy Vary Region,1731
Liberec Region,2788
Moravian-Silesian Region,7465
Olomouc Region,4140
Pardubice Region,4573
Plzeň Region,4428
Prague,17238
South Bohemian Region,3637
South Moravian Region,10259
Unknown,≤100
Vysočina Region,2807
Zlín Region,3969
Ústí nad Labem Region,7084
