Location name,Amount spent (ARS)
Buenos Aires,353413
Catamarca,28179
Chaco,31081
Chubut,72645
Ciudad Autónoma de Buenos Aires,91334
Corrientes,18497
Córdoba,1188345
Entre Rios,21614
Formosa,15538
Jujuy,8935
La Pampa,46640
La Rioja,9868
Mendoza,27600
Misiones,14798
Neuquén,100646
Río Negro,20954
Salta,45616
San Juan,19822
San Luis,55005
Santa Cruz,5253
Santa Fe,201327
Santiago del Estero,20390
Tierra del Fuego,27096
Tucuman,14203
Unknown,≤100
