Location name,Amount spent (ZAR)
Eastern Cape,800
Free State,283
Gauteng,3215
KwaZulu-Natal,1242
Limpopo,370
Mpumalanga,388
North West,282
Northern Cape,204
Unknown,≤100
Western Cape,4660
