Location name,Amount spent (USD)
Chaouia-Ouardigha,≤100
Doukkala-Abda,103
Fès-Boulemane,198
Gharb-Chrarda-Béni Hssen,≤100
Grand Casablanca,610
Guelmim-Es Semara,≤100
Laâyoune-Boujdour-Sakia El Hamra,≤100
Marrakesh-Tensift-El Haouz,210
Meknès-Tafilalet,144
Oriental,156
Oued Ed-Dahab-Lagouira,≤100
Rabat-Salé-Zemmour-Zaer,307
Souss-Massa-Drâa,240
Tadla-Azilal,≤100
Tangier-Tetouan,245
Taza-Al Hoceima-Taounate,≤100
Unknown,≤100
