Page ID,Page name,Disclaimer,Amount spent (HNL),Number of ads in Library
114601521910,Jorge Aldana,Jorge  Aldana,2918,7
1392592317738074,Jorge Cálix,Jorge Cálix,1470,11
349524351841734,Cárlenton Dávila,Jose Carlenton Davila Mondragon,930,1
919092984894463,Partido Salvador de Honduras,Cordelia Ordoñez,460,1
643513979193133,Unidos por Beatriz,Neuma,454,9
491553204198958,Revistazo.com,Revistazo.com,176,1
104599735671754,Goberna Honduras,Goberna Honduras,157,6
102230755775166,Secretaría de Transparencia y Lucha Contra la Corrupción,Secretaría de Transparencia y Lucha Contra la Corrupción,146,1
130202453827085,Asociacion Calidad de Vida,Asociación Calidad de Vida,141,2
107952642129360,Por una Corte Imparcial con Justicia Social,Delmy Saray Caballero Zelaya,129,1
153003381515332,Cespad - Centro de Estudio para la Democracia,Centro de Estudio para la Democracia (Cespad),103,1
486382251906084,Honduras El Pais,Diario El  Pais.hn,≤100,2
285530825204,Klitschko,These ads ran without a disclaimer,≤100,2
103597027708447,SuperPlanet Games,These ads ran without a disclaimer,≤100,1
106614631788380,Kitco Mining,These ads ran without a disclaimer,≤100,2
128985777176957,Church Life Journal,These ads ran without a disclaimer,≤100,1
103193692690093,Green Feed,These ads ran without a disclaimer,≤100,1
108210467509014,The HEY Campaign,These ads ran without a disclaimer,≤100,1
108892012533949,Breslev Español,These ads ran without a disclaimer,≤100,1
502665456448329,Federico Barolin,These ads ran without a disclaimer,≤100,1
