Location name,Amount spent (EUR)
Aveiro District,182
Azores,≤100
Beja District,≤100
Braga District,240
Braganca,≤100
Castelo Branco District,≤100
Coimbra District,109
Faro District,139
Guarda District,≤100
Leiria District,119
Lisbon District,877
Madeira,≤100
Portalegre District,≤100
Porto District,579
Santarém District,103
Setúbal District,283
Unknown,≤100
Viana do Castelo District,≤100
Vila Real District,≤100
Viseu District,≤100
Évora District,≤100
