Page ID,Page name,Disclaimer,Amount spent (GTQ),Number of ads in Library
196258110831945,Partido Valor,Partido Valor,20552,107
161800283848513,CREO,CREO,18930,17
274120089379114,Edmond Mulet,Edmond Mulet,15203,24
167924689961661,Unidad Nacional de la Esperanza,Unidad Nacional de la Esperanza,11620,77
187073013532,Partido VIVA,Partido Político VIsión con Valores VIVA.,10485,30
1882597935332956,Partido VAMOS,Partido VAMOS,4743,16
268285610002238,FCN Nación,FCN Nación,4099,8
331961940541181,Partido Victoria,Partido Político Victoria,3743,8
102762215788405,VOS.gt,VOS.gt,2842,12
174740409237665,TSE Guatemala,TSE Guatemala,2705,9
1504150093051201,Villa Nueva Ahora,Villa Nueva Ahora,1973,4
122407921162127,Roberto González,Roberto González,1971,5
110226594945647,Partido BIEN,Partido BIEN,1923,74
1612828795636861,Movimiento Semilla,Movimiento Semilla,1691,34
142373979127061,Partido Unionista,Partido Unionista,1662,21
105309049252552,No Somos Los Mismos,The Advertising Srategists,1329,8
115463025737962,Salvador Paiz,Salvador Paiz,688,6
101372268406640,Unión Republicana,Unión Republicana,583,8
115866788164577,Podemos Wiliam NOE Rivera,Bienpilas.com,567,8
744048319050593,Partido Humanista de Guatemala -PHG-,Partido Humanista de Guatemala -PHG-,565,19
333731437290922,La Critica Gt,La Critica Gt,556,6
110582257361172,Partido Azul,Partido Azul,492,18
1849068175149032,Movimiento Político WINAQ,Movimiento Político WINAQ,469,14
96594798704,Movimiento Cívico Nacional - MCN,Movimiento Cívico Nacional,387,1
114227945284581,De Frente Por Guate,The Advertising Strategists,367,3
238268799547266,TV Azteca Guatemala,TV Azteca Guatemala,306,9
106414945477006,TODOS Nueva Concepción,TODOS Nueva Concepción,303,2
414127029025760,CABAL,CABAL,291,1
117350521374498,Dr F. Arredondo,These ads ran without a disclaimer,259,1
119096431195910,Elefante - No Somos Los Mismos,The Advertising Strategists,257,2
103752022502317,Super Notas Antigua,These ads ran without a disclaimer,196,1
2363255300363966,Informativo Guate,Informativo Guate,195,3
765790550460228,Comité Cívico Justicia,Comité Cívico Justicia,156,4
1212640285520369,Asociación Política Caminemos,Asociación Política Caminemos,156,1
116583394634166,Todos Por Escuintla,Todos Por Escuintla,139,2
102205156104079,Ludin Marroquín Jutiapa El Ganador,Ludin Marroquín Jutiapa El Ganador,116,6
1710300235853890,Noticiero El Vigilante,Noticiero El Vigilante,108,1
106046418877955,GuateNoticias,GuateNoticias,105,13
110455365293373,Partido Republicano Zacapa,Partido Republicano Zacapa,104,3
106908785419555,Goberna Guatemala,Goberna,≤100,8
