Location name,Amount spent (TRY)
Adana Province,624
Adıyaman Province,≤100
Afyonkarahisar Province,237
Aksaray Province,≤100
Amasya Province,≤100
Ankara Province,925
Antalya Province,856
Ardahan Province,≤100
Artvin Province,≤100
Aydın Province,270
Ağrı Province,≤100
Balıkesir Province,331
Bartın Province,≤100
Batman Province,≤100
Bayburt Province,≤100
Bilecik Province,≤100
Bingöl Province,≤100
Bitlis Province,≤100
Bolu Province,≤100
Burdur Province,≤100
Bursa Province,570
Denizli Province,173
Diyarbakır Province,132
Düzce Province,151
Edirne Province,148
Elazığ Province,≤100
Erzincan Province,≤100
Erzurum Province,≤100
Eskişehir Province,174
Gaziantep Province,307
Giresun Province,≤100
Gümüşhane Province,≤100
Hakkâri Province,≤100
Hatay Province,411
Isparta Province,≤100
Istanbul Province,4167
Iğdır Province,≤100
Kahramanmaraş Province,227
Karabük Province,≤100
Karaman Province,≤100
Kars Province,≤100
Kastamonu Province,≤100
Kayseri Province,204
Kilis Province,≤100
Kocaeli Province,206
Konya Province,269
Kütahya Province,≤100
Kırklareli Province,≤100
Kırıkkale Province,≤100
Kırşehir Province,≤100
Malatya Province,124
Manisa Province,287
Mardin Province,≤100
Mersin Province,358
Muğla Province,173
Muş Province,≤100
Nevşehir Province,≤100
Niğde Province,≤100
Ordu Province,112
Osmaniye Province,≤100
Rize Province,≤100
Sakarya Province,≤100
Samsun Province,508
Siirt Province,≤100
Sinop Province,≤100
Sivas Province,≤100
Tekirdağ Province,126
Tokat Province,≤100
Trabzon Province,140
Tunceli Province,≤100
Unknown,≤100
Uşak Province,≤100
Van Province,≤100
Yalova Province,≤100
Yozgat Province,≤100
Zonguldak Province,≤100
Çanakkale Province,231
Çankırı Province,≤100
Çorum Province,≤100
İzmir Province,1808
Şanlıurfa Province,174
Şırnak Province,≤100
