Location name,Amount spent (NOK)
Akershus,7117
Aust-Agder,995
Buskerud,2281
Finnmark,743
Hedmark,2292
Hordaland,5383
Møre og Romsdal,2169
Nord-Trøndelag,1501
Nordland,1959
Oppland,1849
Oslo,9171
Rogaland,4132
Sogn og Fjordane,1238
Svalbard and Jan Mayen,≤100
Sør-Trøndelag,3709
Telemark,1568
Troms,1789
Unknown,≤100
Vest-Agder,1824
Vestfold,2028
Østfold,2382
