Location name,Amount spent (EUR)
Central Finland,208
Central Ostrobothnia,≤100
Etelä-Savo,197
Kainuu,≤100
Kymenlaakso,167
Lapland (Finland),122
North Karelia,101
Northern Ostrobothnia,265
Ostrobothnia (region),161
Pirkanmaa,350
Pohjois-Savo,203
Päijät-Häme,140
Satakunta,126
South Karelia,106
Southern Ostrobothnia,115
Southwest Finland,403
Tavastia Proper,150
Unknown,≤100
Uusimaa,1682
Åland Islands,≤100
