Location name,Amount spent (ARS)
Buenos Aires,2233521
Catamarca,59827
Chaco,53853
Chubut,81764
Ciudad Autónoma de Buenos Aires,422783
Corrientes,38760
Córdoba,2763570
Entre Rios,67145
Formosa,22439
Jujuy,14758
La Pampa,210660
La Rioja,17499
Mendoza,34651
Misiones,31406
Neuquén,133810
Río Negro,35231
Salta,67273
San Juan,55060
San Luis,67571
Santa Cruz,7599
Santa Fe,469156
Santiago del Estero,13099
Tierra del Fuego,35164
Tucuman,53265
Unknown,≤100
