Location name,Amount spent (EUR)
Central Finland,291
Central Ostrobothnia,≤100
Etelä-Savo,154
Kainuu,≤100
Kymenlaakso,220
Lapland (Finland),139
North Karelia,139
Northern Ostrobothnia,341
Ostrobothnia (region),151
Pirkanmaa,519
Pohjois-Savo,261
Päijät-Häme,262
Satakunta,150
South Karelia,105
Southern Ostrobothnia,172
Southwest Finland,542
Tavastia Proper,211
Unknown,≤100
Uusimaa,2587
Åland Islands,≤100
