Page ID,Page name,Disclaimer,Amount spent (MXN),Number of ads in Library
209770450386,El Gobierno de Nuevo León,Gobierno del Estado de Nuevo León,132402,9
469246976533189,Santiago Creel,Santiago Creel,75168,7
923633637651202,Morena Sí,Morena Sí,74670,164
118921468203786,Movimiento Ciudadano,Movimiento Ciudadano,48865,17
378957422257023,Bealieversmx,Bealieversmx,40814,5
1520610478183053,Badabun,Badabun,29420,13
206323119403212,Mario Delgado Carrillo,Mario Delgado Carrillo,28706,15
115942954883881,México Rumbo 2024,México Rumbo 2024,24448,30
110607145423901,Proyecto Transformación 2024,Proyecto Transformación 2024,22130,23
118291714529267,Cátedra Urbana,Cátedra Urbana,21058,7
350508488860,Renán Barrera,Renán Barrera,20200,66
171939846235897,Abel Guerra,Abel Guerra,19350,4
118242649792200,Noti Zoque,notizoque.com,17987,3
1583631301915573,Liborio Vidal,Liborio Vidal Aguilar,16390,82
56713285274,Greenpeace México,Greenpeace México,16104,88
112737811873761,Mujeres de Guinda,Mujeres de Guinda,15902,186
104502545545325,El Sol de América,El Sol de America,14147,16
123842270960929,Walmart de México y Centroamérica,Nueva Walmart de México SRL de CV,12988,19
465531963489973,Verónica Delgadillo,Verónica Delgadillo,12332,10
449095701815347,Salvador Zamora,Salvador Zamora,12209,16
104745382187531,The Times Mexico,The Times Mexico,12061,16
120923597592109,Hoy Sí Mx,Consejo de la Comunicación,11647,22
104490239409980,Claudia Va - 2024,Claudia Va - 2024,11626,12
108737448471399,Altavoz Web,Altavoz Web,11233,1
450197489139926,Jalisco Noticias,Sistema Jalisciense de Radio y Televisión,10590,71
100867376619769,Xóchitl Gálvez Ruiz,Xóchitl Gálvez Ruiz,10447,19
105097171575007,La LOCAL Mx,La LOCAL Mx,10443,7
107023921828322,Diario,Diario,10290,9
242334769225146,Sergio Salomón Céspedes Peregrina,Sergio Salomón Céspedes Peregrina,9872,7
102265631123832,Gobierno de Puebla,Gobierno de Puebla,9368,8
292073374782474,Gobierno de Tlalnepantla de Baz,Gobierno de Tlalnepantla de Baz,8710,5
103769542576820,Quintanarroense Hoy,Quintanarroense Hoy,8242,7
259386257405548,Alejandra López Noriega,Alejandra López Noriega,8193,15
107003701683545,Migra Noticias,Migra Noticias,8182,51
1613868898897076,Waldo Fernández González,Waldo Fernández González,8099,19
107398185723387,Transformación y Saber,Transformación y Saber,8098,61
116039188209698,Presidenta 2024 Mx,Presidenta 2024 Mx,7844,8
1621607258157280,Noticias - Sur de México,Noticias Sur,7185,4
842599102419449,Gobierno del Estado de Campeche,Gobierno del Estado de Campeche,6895,23
102724752608138,Mexiquenses Unidos con Adán,Mexiquenses Unidos con Adán,6609,6
109634395756375,Save the Children México,Save the Children México,6385,16
108687728744220,Caribe Noticias,Caribe Noticias,6382,7
119148906519358,Tuxtlequeando,tuxtlequeando.com,6265,1
577664992340571,Alfonso Durazo,Alfonso Durazo,6224,17
183751562214729,David Cortés,David Cortés,6031,2
195400400486017,Antena San Luis,Antena San Luis S de RL de CV,5986,2
108675754857874,Mariela Morán,Mariela Morán,5767,5
123856230700096,Toyota Motor México,TOYOTA MOTOR DE MEXICO,5506,4
101267031439463,Voz de las Empresas,Consejo de la Comunicación,5495,14
146709175702544,Gobierno de Quintana Roo,Gobierno de Quintana Roo,5320,11
354326078079338,Campaigns and Elections Mexico,Campaigns & Elections México,5306,50
101115129462568,A que no sabías,A Que No Sabías SDRL,5138,2
112057583931467,Morena Campeche Sí,Morena Campeche,5069,4
312685741710,H. Ayuntamiento de Puebla,Servicios Profesionales Casimlo,5062,50
279469625434543,Paco Cienfuegos,Paco Cienfuegos,5049,31
1044005875633479,Manuel Guerra Cavazos,Manuel Guerra Cavazos,5037,5
110202035047513,Héctor Castillo,Hector Castillo Olivares,4951,5
151179508344862,Toño Ixtláhuac,Toño Ixtláhuac,4947,4
106900422462949,República al Día,Republica al dia,4900,124
259294300089,Gobierno de Zapopan,Gobierno de Zapopan,4655,9
102084795217656,Cuatro T,Cuatro T Noticias,4636,4
254852601222832,Cemex México,CEMEX México,4560,27
504375926270136,Noticiero Libre Chiapas,noticierolibrechiapas.com.mx,4516,2
108819392526809,Partido Acción Nacional,Partido Acción Nacional,4352,4
217803715093376,Rosario Robles,Rosario Robles,4341,1
136017836425540,Gobierno del Estado de Sonora,Gobierno del Estado de Sonora,4333,43
264773293005,Marko Cortés,Marko Cortés,4205,2
493453457351145,Coparmex Nacional,Coparmex Nacional,4131,102
110480358797556,Defendiendo México,Defendiendo México,4068,3
122404620204,Oxfam México,OXFAM MEXICO AC,4006,2
161020766408,Gobierno del Estado de Querétaro,Gobierno del Estado de Querétaro,3971,16
900777433370449,Luis Cházaro,Luis E. Cházaro,3936,9
652818185335893,Notidiario Tuxtla,notidiariotuxtla.com,3822,2
110625008181339,Libo Lovers,Libo Lovers,3814,14
803041666459797,Enrique de la Madrid,Enrique de la Madrid,3747,12
1545555582174942,TResearch,TResearch,3704,8
465531963489973,Verónica Delgadillo,David Delgadillo,3640,2
326761468265085,Miralo Vos Noticias,miralovosnoticias.com,3484,2
106528952132176,RS24,RS24 En Unidad por Morelos A.C.,3443,24
104680124489636,Demoscopia Digital,Demoscopia Digital,3397,15
103316939419690,José María Tapia,Chema Tapia,3377,5
437088163017257,Secretaría de Salud de Guanajuato,Secretaría de Salud de Guanajuato,3349,7
645731535452116,FactoMétrica,FactoMétrica,3299,32
105330142544071,Amigos de Adán Augusto,Los Amigos de Adan Augusto,3176,15
1415863341806268,DMC - Music Center,CENTRO DE ENCUENTRO ARTÍSTICO DMC A.C.,3176,18
589484077738887,Jorge Álvarez Máynez,Estudio Bocadillo,3046,9
48966795116,Amnistía Internacional México,Amnistía Internacional México,3006,19
101560173040268,Noticias 4T México,Noticias 4T México,2981,5
171435049569865,Victor Hugo Romo de Vivar,Victor Hugo Romo de Vivar,2969,3
428903227172775,AyuntaMÉRIDA,AyuntaMÉRIDA,2942,10
102889662253183,Avanzada Nacional,Avanzada Nacional,2923,17
285058928236909,Mauricio Vila,Mauricio Vila,2901,23
123005670782034,Diario Político News,Noticias32,2887,1
289568107808375,UVEG Universidad Virtual del Estado de Guanajuato,Ads Project Media,2868,7
109092718607958,Carlos Escobar,Carlos Escobar,2866,8
156639921819,Gii360,Gii360,2820,33
192366194179807,León Municipio,León Municipio,2791,4
107004808770959,Las Noticias,Las Noticias,2783,1
103906371542618,El Fino Noticias,El Fino Noticias,2734,10
162949857103721,Gobierno Colima,Gobierno Colima,2712,27
105592409301259,Ya es Julio Huerta,Ya es Julio Huerta,2706,2
124073640618476,Julio Huerta,Julio Huerta,2699,7
151599265622637,Bertha Caraveo,Bertha Caraveo,2596,2
261548570655865,Juan Angel Flores Bustamante,Juan Angel Flores Bustamante,2527,3
106834998050352,Edgar Ocampo,Edgar Ocampo,2521,1
108909800773255,Periódico Insurgente MX,Periódico Insurgente MX,2496,2
350920255340786,Hablemos bien de México,Hablemos bien de México,2492,3
105718724852345,Algoritmo,Algoritmo,2450,31
104773258848361,Margarita González Saravia,Margarita González Saravia,2422,3
139767742461,Manuel Velasco Coello,Manuel Velasco Coello,2386,3
408336229257978,El Ciudadano Jalisco,Movimiento Ciudadano Jalisco,2316,2
