Location name,Amount spent (ARS)
Buenos Aires,2319344
Catamarca,63166
Chaco,869862
Chubut,227788
Ciudad Autónoma de Buenos Aires,547866
Corrientes,605796
Córdoba,3259403
Entre Rios,258876
Formosa,167374
Jujuy,175083
La Pampa,57983
La Rioja,44328
Mendoza,932893
Misiones,82260
Neuquén,70309
Río Negro,80383
Salta,108627
San Juan,221550
San Luis,503577
Santa Cruz,64877
Santa Fe,1212979
Santiago del Estero,65164
Tierra del Fuego,37441
Tucuman,468858
Unknown,391
