Location name,Amount spent (PKR)
Azad Kashmir,632
Balochistan,1145
Federally Administered Tribal Areas,428
Gilgit-Baltistan,404
Islamabad Capital Territory,9686
Khyber Pakhtunkhwa,5672
Punjab,17955
Sindh,7100
Unknown,≤100
