Location name,Amount spent (CLP)
Antofagasta Region,281825
Araucanía Region,583547
Arica y Parinacota Region,143583
Atacama Region,126491
Aysén Region,69096
Bío Bío Region,1068030
Coquimbo Region,469494
Los Lagos Region,455754
Los Ríos Region,235696
Magallanes y la Antártica Chilena Region,101978
Maule Region,480007
O'Higgins Region,389413
Santiago Metropolitan Region,5497179
Tarapacá Region,127562
Unknown,4117
Valparaíso Region,1027876
