Location name,Amount spent (EUR)
Andalusia,2607
Aragón,285
Balearic Islands,378
Cantabria,142
Castilla y Leon,404
Castilla-La Mancha,415
Cataluña,2361
Comunidad Valenciana,1378
Comunidad de Madrid,1989
Extremadura,251
Galicia,536
Islas Canarias,680
La Rioja,≤100
Navarra,129
País Vasco,416
Principality of Asturias,278
Region of Murcia,391
Unknown,≤100
