Location name,Amount spent (ARS)
Buenos Aires,2826192
Catamarca,134682
Chaco,191140
Chubut,203451
Ciudad Autónoma de Buenos Aires,767609
Corrientes,181461
Córdoba,4068220
Entre Rios,202928
Formosa,81566
Jujuy,60347
La Pampa,41530
La Rioja,36387
Mendoza,640270
Misiones,63937
Neuquén,61840
Río Negro,76900
Salta,99474
San Juan,56345
San Luis,316999
Santa Cruz,43963
Santa Fe,809768
Santiago del Estero,56469
Tierra del Fuego,56559
Tucuman,220956
Unknown,111
