Location name,Amount spent (EUR)
Burgenland,253
Carinthia,511
Lower Austria,1311
Salzburg,442
Styria,1291
Tyrol,493
Unknown,≤100
Upper Austria,1617
Vienna,2453
Vorarlberg,372
